Document Order,Normalized Frequency,Raw DF,Abstract
7098,0.065,13.0000,"Only some twenty years has passed since the first discovery of severe immunodeficiency among previously healthy homosexual men through the discovery of the causing virus and till the status today where the knowledge on the HIV virus and the pathogenic mechanisms induced by the virus are extensive, though still incomplete. Furthermore, steadily better treatments have been introduced at a paste that is probably without precedents. These processes have been fuelled by various molecular biological methods. The abilities to quantify viremia and to sequence virus and hence describe the evolution of the virus represent valuable tools for understanding the pathogenic processes. The current thesis describes some of the findings obtained. While it was initially thought that the virological profile mimicked the clinical with an acute infection followed for years by clinical latency and only after on average ten years signs of severe immunodeficiency, this understanding has been revised. There is no virological latency. The viral replication is on going throughout the infection. However, the virological profile does resemble the clinical. Viremia is high shortly after infection; hereafter declines, and stabilises around what has been termed the viral set point. This level of viremia is predictive of the clinical course of the infection. We have shown that the viremic levels, measured both as HIV RNA load and proviral DNA load, early in infection carry significant information about the course of the infection. It is; however, not only early viral loads that carry prognostic information, also viral load during late-stage infection is clinically informative. Viral load measurements have evolved as the major tool for monitoring the efficacy of antiretroviral therapy. HIV RNA has been shown to be a good surrogate marker for the clinical efficacy of antiretroviral treatment. How to use the measurements most optimally has however not been fully delineated. Various methods for describing virological response might yield different results, and it is recommended that the pros and cons of the various methods be investigated. In a cohort of patients who had obtained good virological suppression on antiretroviral therapy followed prospectively for two years we found that only few patients experienced high-grade viremia. Furthermore, baseline HIV DNA differed between the patients with various longitudinal HIV RNA profiles. The patients with the most pronounced HIV RNA suppression had lowest proviral load at baseline, with a clear gradient across the groups. The interplay between proviral load and treatment response deserves further investigations. Resistance can develop against all the available antiretrovirals. The high turnover rate of HIV along with the error-prone reverse transcriptase leads to the possibility of steady accumulation of resistance mutations if the viremic suppression is incomplete. While the interplay between viremia and resistance development is clear-cut for some antiretrovirals i.e. Lamivudine, the pattern is more complex for i.e. Zidovudine. With the availability of assays for resistances testing the knowledge on this issue has been ever evolving. How to use resistance testing in the clinical monitoring of patients remains to be clarified. Resistance testing can aid in the process of choosing salvage therapy for patients experiencing virological failure. Whether resistance testing will be of clinical benefit in other situations remains to be determined. Investigation of the viral sequences and evolution herein has not only been used for resistance analyses, but also for tracing the spread of the infection. HIV-1 exists in many subtypes, with various geographic distributions. Hence subtype analyses have been used to investigate the introduction and spread of the HIV infection into many countries. Phylogenetic analyses have also been used to investigate nosocomial transmission events. We used analyses of env and gag sequences to trace a case of nosocomial infection at the Department of Infectious Diseases, Rigshospitalet, Denmark. The study underlines the importance of steady awareness of the infection control precautions and possible breaks herein. The usefulness of this type of analyses was confirmed. In the early years of the AIDS epidemic various replicative patterns were described. Virus obtained from patients with late-stage infection often had virus that could induce syncytium formation (SI) when cultured, while virus obtained from patients in the early stages of infection did not have this ability. A correlation between the SI ability and the ability to yield high virus titres rapidly as well as the ability to establish infection in certain cell lines was found. Patients infected with SI virus experience more rapid clinical deterioration. We found that patients harbouring SI virus have HIV RNA loads no different from patients harbouring NSI virus. This is in line with the findings of other groups. Though patients harbouring SI virus had a more rapid development of resistance when treated with nucleoside reserve transcriptase inhibitor (NRTI's) monotherapy, this was not the case when treated with highly active antiretroviral therapy (HAART). HAART is today considered the treatment modality of choice; both for established HIV-infection and in cases where post exposure prophylaxis (PEP) is given in order to prevent establishment of infection after exposure. In a case of transfusion of HIV-contaminated though HIV antibody negative blood the recipient was treated with HAART. As the risk of infection is close to 100% under these circumstances the fact that the recipient remained uninfected is probably attributable to the prompt initiation and thorough maintenance of PEP. PEP is recommended to health care workers after percutaneous HIV exposure as well as after sexual exposure. Even with NRTI monotherapy PEP has been shown to be efficacious. While the explanation for the dichotomy (SI vs. NSI) was for many years unresolved, it is now known that this is due to the requirements of the virus for different co-receptors for cell entry. SI virus uses mainly CXCR4 while NSI virus uses CCR5. Being heterozygous for a 32 basepair deletion in the gene encoding CCR5 leads to slower disease progression. We have shown that heterozygotes have lower HIV RNA levels in the early years of the infection, possibly explaining the clinical advantage of having the deletion. HIV replicates in activated cells, and there is an intriguing interplay between HIV replication and immune activation. HIV-infected patients have elevated levels of immunoglobulins. HIV induces polygonal immunoglobulin production. We found that patients experiencing good virological suppression of HAART had lower IgA levels than patients with less complete viral suppression. Whether IgA can be used as a marker for imminent viral break-through remains to be determined. The full understanding of the interplay between immune activation and HIV replication awaits further studies. The finding of increased viremia in conjunction with acute bacterial or viral infection led to concerns about the safety of vaccinating HIV-infected patients against influenza and pneumococcal infection. We found no difference in HIV RNA levels measured before and median 42 days after anti-pneumococcal vaccination. This is in line with many other studies showing either no or only transient increases in viremia. In conclusion, the knowledge on HIV virology has expanded tremendously. This has led to significant improvements in treatments in the Western World leading to declines in HIV morbidity and mortality. The ability to quantify viral load and to perform sequence analyses represent valuable tools both for understanding the pathogenic actions of the virus and for the clinical monitoring of HIV-infected patients. The optimal usage of these tools in the clinical setting, however, still remains to be defined. The progresses obtained have unfortunately been restricted to the Western World and the calamities of HIV is spreading and worsening in the Developing World. The progress in the development of a vaccine has been disappointing and it is urgently necessary that the progresses obtained within the fields of prevention and treatment are translated into useful strategies in the parts of the world mostly affected by the HIV pandemic."
6351,0.02,4.0000,"The intersection and syndemic interaction between the human immunodeficiency virus (HIV) and tuberculosis (TB) epidemics have global prevalence with devastating morbidity and massive mortality. Using FDG-PET imaging it was shown that in HIV-infected individuals, involvement of the head and neck precedes that of the chest and of the abdomen. The sequence of lymph node involvement observed suggests the existence of a diffusible activation mediator that may be targeted via therapeutic intervention strategies. Furthermore, the degree of FDG uptake proved directly related to viral load and inversely related to CD4 cell count. Available data in acquired immune deficiency syndrome (AIDS)-defining cancers further suggest that FDG-PET/CT imaging may be useful for prognostication of cervical cancer and for identifying appropriate sites for biopsy, staging, and monitoring lymphoproliferative activity owing to HIV-associated Kaposi sarcoma and multicentric Castleman disease. Inversely, in HIV-associated lymphoma, FDG uptake in HIV-involved lymphoid tissue was shown to reduce the specificity of FDG-PET imaging findings, the effect of which in clinical practice warrants further investigation. In the latter setting, knowledge of viremia appears to be essential for FDG-PET image interpretation. Early HIV-associated neurocognitive disorder, formerly known as AIDS dementia complex, proved to be characterized by striatal hypermetabolism and progressive HIV-associated neurocognitive disorder or AIDS dementia complex by a decrease in subcortical and cortical metabolism. In lipodystrophic HIV-infected individuals, lipodystrophy proved associated with increased glucose uptake by adipose tissue, likely resulting from the metabolic stress of adipose tissue in response to highly active antiretroviral therapy. Furthermore, ongoing chronic low-grade infection in arteries of HIV-infected individuals could be depicted by FDG-PET/CT imaging. And there is promising data that FDG-PET/CT in HIV may serve as a new marker for the evaluation of thymic function in HIV-infected patients. In the setting of TB, FDG-PET has proven unable to differentiate malignancy from TB in patients presenting with solitary pulmonary nodules, including those suffering from HIV, and thus cannot be used as a tool to reduce futile biopsy or thoracotomy in these patients. In patients presenting with extrapulmonary TB, FDG-PET imaging was found to be significantly more efficient when compared with CT for the identification of more sites of involvement. Thus supporting that FDG-PET/CT can demonstrate lesion extent, serve as guide for biopsy with aspiration for culture, assist surgery planning and contribute to follow-up. Limited available data suggest that quantitative FDG-PET findings may allow for prediction or rapid assessment, at 4 months following treatment instigation, of response to antituberculostatics in TB-infected HIV patients. These results and more recent findings suggest a role for FDG-PET/CT imaging in the evaluation of therapeutic response in TB patients. "
8653,0.015,3.0000,"The evaluation of new cases of HIV infection is relatively common in Spain, where several thousands of patients with new infections are diagnosed each year. Eighty per cent of them have a chronic HIV infection at the first clinical evaluation, which is symptomatic (late presenters) in up to 30% of patients. The initial evaluation of HIV infection is not only directed at determining the clinical, virological (plasma HIV RNA viral load, resistance test and viral tropism) and immunological (CD4+ T-cell cell count) situation of the patients, but must also address the study of their co-infections (hepatitis, tuberculosis) and comorbidities (cardiovascular, hepatic, renal and bone) and the risk of HIV transmission. This is needed in order to decide, whether or not to start antiretroviral treatment, and with which combined antiretroviral treatment to start with, the prophylaxis of opportunistic infections, and the treatment of coinfections and comorbidities. The past and current medical history, the physical examination and laboratory tests will help us decide if the patient is to receive therapeutic intervention. The level of CD4+ T-cell lymphocytes is the best marker to suggest when to start combined antiretroviral treatment, indicating whether or not to start prophylaxis against opportunistic infections (if patients have a CD4+ T-cell count below 200 cells/mm(3)), and in advanced patients should make us suspect the presence of active opportunistic diseases in symptomatic cases. The management of patients with HIV infection must also include appropriate health education on the modes of transmission and prevention of HIV infection, and also to explain its natural history and how it can be modified with proper antiretroviral treatment, as well as to promote a healthy life. No less important is the psychological support, as these patients must learn to live with a chronic infection, which managed properly can ensure a very good long-term prognosis and quality of life."
2709,0.015,3.0000,"Chronic hepatitis B affects nearly 10% of HIV-infected patients. Hepatitis B virus (HBV) infection is a dynamic disease and coinfection with HIV impacts directly on the outcome of HBV infection, considerably complicating its natural history, diagnosis, and management. The aim of this study was to compare two cohorts of HBV monoinfected and HBV/HIV coinfected Iranian patients undergoing long-term lamivudine therapy from the clinical and virological aspects, as well as the frequency of detected mutations in HBV genome. To this end, HBV Pol/S regions from 72 patients were PCR-amplified and directly sequenced. Phylogenetic analysis indicated a 40-times higher risk of coinfection with ayw3 subtype of HBV genotype D rather than ayw2 subtype [P<0.001, odd: 40.66, CI: 95 % (4.69-352.23)]. While no resistance mutation was detected in HBV/HIV coinfected cohort, LAM-resistance mutations (rtM204I/V in YMDD and rtL180M in FLLA polymerase motifs) were identified in 30% (9 out of 30) and 16.66% (5 out of 30) of HBV monoinfected patients (P<0.05). Moreover, several mutations (sP105A, sI110S/L, sS136Y and sP127T/L) with significant differences in the frequency were identified in the S region of both cohorts. Finally, this study found strong correlation between the type of infection (mono or coinfection) and characteristics like patient gender, ALT levels, HBV-DNA levels and HBV subtypes. These results pointed to the importance of determination of HBV variants in the management of patients and suggested that in contrary to HBV monoinfections, LAM may be still an appropriate drug for the treatment of HBV in HBV/HIV coinfected patients; however, further studies to clarify the role of HIV in HBV LAM-resistance mutations are required."
8192,0.015,3.0000,"In a prospective cohort study of 265 laboratory and affiliated workers, one individual with no recognized risk factors for human immunodeficiency virus type 1 (HIV-1) infection was HIV-1 seropositive at the time of entry into the study. Molecular analyses of two HIV-1 isolates derived in two independent laboratories from a blood sample from this worker showed that the isolates were indistinguishable from a genotypic form of HIV-1 present in the H9/HTLV-IIIB cell line. Exposure to this strain of virus most probably occurred during work with concentrated virus or culture fluids from virus-producing cell lines under standard Biosafety Level 3 containment. Although no specific incident leading to this infection has been identified, undetected skin contact with virus culture supernatant might have occurred. This worker was the only one found to be positive among the subgroup of 99 workers who shared a work environment involving exposure to concentrated virus. The incidence rate of 0.48 per 100 person-years exposure indicates that prolonged laboratory exposure to concentrated virus is associated with some risk of HIV-1 infection, which is comparable to the risk for health care workers experiencing a needle stick exposure. While none of the ten workers with parenteral exposure to HIV-1 in this cohort became infected, a worker in another laboratory did seroconvert following an injury with a potentially contaminated needle. Strict Biosafety Level 3 containment and practices should be followed when working with concentrated HIV-1 preparations, and further refinement of the procedures may be necessary."
7661,0.015,3.0000,"The availability of an increasing number of antiretroviral agents and the rapid evolution of new information have introduced substantial complexity into treatment regimens for persons infected with human immunodeficiency virus (HIV). In 1996, the Department of Health and Human Services and the Henry J. Kaiser Family Foundation convened the Panel on Clinical Practices for the Treatment of HIV to develop guidelines for clinical management of HIV-infected adults and adolescents (CDC. Report of the NIH Panel To Define Principles of Therapy of HIV Infection and Guidelines for the use of antiretroviral agents in HIV-infected adults and adolescents. MMWR. 1998;47[RR-5]:1-41). This report, which updates the 1998 guidelines, addresses 1) using testing for plasma HIV ribonucleic acid levels (i.e., viral load) and CD4+ T cell count; 2) using testing for antiretroviral drug resistance; 3) considerations for when to initiate therapy; 4) adherence to antiretroviral therapy; 5) considerations for therapy among patients with advanced disease; 6) therapy-related adverse events; 7) interruption of therapy; 8) considerations for changing therapy and available therapeutic options; 9) treatment for acute HIV infection; 10) considerations for antiretroviral therapy among adolescents; 11) considerations for antiretroviral therapy among pregnant women; and 12) concerns related to transmission of HIV to others. Antiretroviral regimens are complex, have serious side effects, pose difficulty with adherence, and carry serious potential consequences from the development of viral resistance because of nonadherence to the drug regimen or suboptimal levels of antiretroviral agents. Patient education and involvement in therapeutic decisions are critical. Treatment should usually be offered to all patients with symptoms ascribed to HIV infection. Recommendations for offering antiretroviral therapy among asymptomatic patients require analysis of real and potential risks and benefits. In general, treatment should be offered to persons who have <350 CD4+ T cells/mm3 or plasma HIV ribonucleic acid (RNA) levels of >55,000 copies/mL (by b-deoxyribonucleic acid [bDNA] or reverse transcriptase-polymerase chain reaction [RT-PCR] assays). The recommendation to treat asymptomatic patients should be based on the willingness and readiness of the person to begin therapy; the degree of existing immunodeficiency as determined by the CD4+ T cell count; the risk for disease progression as determined by the CD4+ T cell count and level of plasma HIV RNA; the potential benefits and risks of initiating therapy in an asymptomatic person; and the likelihood, after counseling and education, of adherence to the prescribed treatment regimen. Treatment goals should be maximal and durable suppression of viral load, restoration and preservation of immunologic function, improvement of quality of life, and reduction of HIV-related morbidity and mortality. Results of therapy are evaluated through plasma HIV RNA levels, which are expected to indicate a 1.0 log10 decrease at 2-8 weeks and no detectable virus (<50 copies/mL) at 4-6 months after treatment initiation. Failure of therapy at 4-6 months might be ascribed to nonadherence, inadequate potency of drugs or suboptimal levels of antiretroviral agents, viral resistance, and other factors that are poorly understood. Patients whose therapy fails in spite of a high level of adherence to the regimen should have their regimen changed; this change should be guided by a thorough drug treatment history and the results of drug-resistance testing. Because of limitations in the available alternative antiretroviral regimens that have documented efficacy, optimal changes in therapy might be difficult to achieve for patients in whom the preferred regimen has failed. These decisions are further confounded by problems with adherence, toxicity, and resistance. For certain patients, participating in a clinical trial with or without access to new drugs or using a regimen that might not achieve complete suppression of viral replicatioing a regimen that might not achieve complete suppression of viral replication might be preferable. Because concepts regarding HIV management are evolving rapidly, readers should check regularly for additional information and updates at the HIV/AIDS Treatment Information Service website ( http://www.hivatis.org )."
2034,0.015,3.0000,"Due to their shared transmission route, hepatitis B virus (HBV) or hepatitis C virus (HCV) co-infections can be observed in human immunodeficiency virus (HIV)-infected cases and are associated with more severe clinical courses. The detection of HBV DNA despite HBV surface antigen (HBsAg) seronegativity is defined as occult HBV infections. According to the current seroepidemiological data, Turkey is classified as an intermediate HBV, low HIV endemic region. Occult HBV infections have previously been reported from Turkey but has not been investigated previously in HIV infected cohorts. The aim of this study was to identify occult HBV infections in HIV-infected persons. Twenty-eight HIV-positive cases followed-up at Hacettepe University Hospital, Infectious Diseases Unit were included in the study after informed consent. For the detection of HBsAg, anti-HBs and anti-HCV, commercial ELISA tests (Architect System, Abbott Diagnostics, USA) were employed. Absolute CD4+ and CD8+ T-cell counts were determined via flow cytometry. HIV viral load was calculated via COBAS TaqMan HIV-1 Real-time PCR (Roche Diagnostics, USA) and the presence of HBV DNA was evaluated via COBAS TaqMan HBV Real-time PCR (Roche Diagnostics, USA), in addition to a nested PCR assay targeting HBV S gene. The mean age of the study group was 43.2 (range between 27-65) years, 64.3% (18/28) of them were males and the mean duration of HIV infection was 4.2 (2-11) years. Mean CD4+ ve CD8+ T-cell counts were 414 ± 267 cells/mm3 and 854 ± 293 cells/mm3, respectively. Twenty-six (92.8%) cases were under highly-active anti-retroviral therapy at the time of the study, 88.5% of which included HBV-active drugs (lamivudine or tenofovir). HIV RNA were found negative in 11 (39.3%) patients, of those nine (81.8%) were the cases who treated with HBV-active antiretroviral therapy. HBsAg were negative in all of the 28 patients, while the positivity rates of anti-HBs and anti-HCV were 39.3% (11/28) and 3.6% (1/28), respectively. All samples were negative for HBV DNA via the commercial real-time PCR and in-house nested PCR assays. The absence of occult HBV in the study group may indicate the absence of occult HBV or suppression of viral replication due to the anti-retroviral therapy. In conclusion, further large-scale studies are required to fully understand the impact of occult HBV in HIV-infected patients in Turkey."
5542,0.015,3.0000,"Introduction of antiretroviral combination therapy has profoundly altered both the course and prognosis of the disease in HIV-infected persons. Indeed, protease inhibitor-containing antiretroviral combination therapy dramatically decreased morbidity and mortality and improved quality of life of HIV-infected persons. Recent data, however, have raised concerns that antiretroviral combination therapy is associated with premature manifestation of coronary artery disease. In particular, protease inhibitors have been linked to metabolic changes such as insulin resistance, abnormalities in lipid metabolism and lipodystrophy and increased coronary artery calcification. Previous studies have reached conflicting conclusions whether the incidence of myocardial infarction is indeed increased in this patient population. The most substantial database has recently been provided by the D:A:D study group who demonstrated an increased incidence of myocardial infarction in HIV-infected persons on protease inhibitors or non-nucleoside reverse transcriptase inhibitor-containing therapy in a prospective observational cohort study. Much about the mechanisms involved leading to this finding remain elusive. Surrogate markers such as endothelial function may help to delineate potential mechanisms. Endothelial dysfunction is a key event in the initiation and progression of atherosclerotic vascular disease. It is characterized by decreased nitric oxide (NO) bioavailability. Furthermore endothelial ""activation"" leading to a pro-inflammatory, proliferative and prothrombotic state of the endothelium occurs. The observed accelerated atherosclerosis could either be caused by the virus infection itself or by a side effect of antiretroviral therapy, protease inhibitors in particular. Experimental studies demonstrate a direct impact of viral components (gp120, TAT) on the endothelium, as they lead to expression of adhesion molecules (intercellular adhesion molecule [ICAM], E-selectin), a prothrombotic state (increase of von Willebrand factor, plasminogen activator inhibitor-[PAI-]1, tissue plasminogen activator [t-PA], tissue factor). In addition, soluble adhesion molecules (sE-selectin, ICAM) were found to be increased in HIV-infected persons. Impaired flow-mediated dilation can already be detected in HIV-infected children, independent of antiretroviral therapy. Another study showed a correlation between viral load and flow-mediated dilation, supporting the notion of infection/inflammation as a contributor to endothelial dysfunction. The influence of protease inhibitor therapy on the endothelium was investigated in several studies in vitro and in vivo. In experimental studies certain protease inhibitors downregulated eNOS expression, and induced CD36 scavenger receptor expression. Furthermore, apoptosis, radical oxygen species (ROS), proliferation of vascular smooth muscle cells and endothelin-1 were found to be increased. There is conflicting evidence about adhesion molecules, as some investigators detected a decrease by therapy, others did not see an effect. In clinical studies all but one investigator found endothelial function to be impaired in HIV-infected persons on protease inhibitor-containing regimens. An important study to underline the hypothesis of a link between protease inhibitor therapy comes from Dubé et al. showing that in healthy volunteers, indinavir caused impaired endothelial-dependent vasodilation after 4 weeks. In a wide variety of clinical conditions lipid-lowering therapy using statins has shown to improve endothelial function as well as hard clinical endpoints. Drug interactions caused by common metabolism of protease inhibitors and most statins by the P450 3A4 pathway limit the use of these drugs it this setting. Pravastatin, which is being metabolized independently of P450 enzymes, was tested in several studies. In one study a trend toward improvement of endothelial function was observed. In an own similar study the authors recently provided evidence of a significant improvement of endothelium-dependent vasodilation in 30 HIV-infected persons. These studies support current guidelines of treating protease inhibitor-associated dyslipidemia with statins, preferably pravastatin.. Many questions remain unanswered in the context of antiretroviral therapy and cardiovascular risk. Results gained from research of endothelial function have served to delineate certain potential mechanisms, much work is yet to be done."
4173,0.01,2.0000,"HIV-1 group O infections remains essentially restricted to central Africa, and particularly Cameroon, although isolated cases have been reported in Western countries. Genomic differences explain why commercial tests used to quantify HIV-1 group M plasma load are unsuitable for HIV-1 group O. This lack of a quantitative tool hinders the clinical management of HIV-O-infected patients. We have therefore developed a real-time PCR assay, based on LightCycler technology, to quantify HIV-1 group O RNA in plasma. The primers were selected in the LTR 3' region. Forty-eight plasma samples containing strains belonging to the different HIV-1 type O clades (O:A, O:B and O:C) were tested. RNA was quantifiable in 40 of these samples. RNA was always detected in samples from untreated patients, except for one patient infected by a highly divergent strain. The kinetics of plasma viral load were also examined in seven patients for whom clinical and immunologic follow-up data were available. HIV-1 group O plasma load was high in the absence of treatment and correlated negatively with the CD4 cell count. Serial samples obtained during treatment allowed us to compare viral load changes with immunologic outcome. Despite the high initial cost of acquiring the required cycling device, the per-sample cost of this real-time quantitative PCR assay for HIV-1 group O is low, making it suitable for use in endemic zones."
5794,0.01,2.0000,"Despite advances in the treatment of HIV disease, the incidence and mortality of invasive cryptococcal disease remain significant. A matched, case-control study was performed to examine the impact of highly active antiretroviral therapy (HAART) and azole use on the incidence of invasive cryptococcal disease in HIV-infected patients. The study was performed at a metropolitan hospital with a large indigent population and an incidence of seven cases of cryptococcal disease per 1000 persons with AIDS. Bivariate analysis, matched on CD4 count, revealed that both HAART use [odds ratio (OR) 0.43; 95% confidence interval (CI) 0.23-0.99] and azole use (OR 0.14; 95% CI 0.06-0.34) had a protective effect. Conditional logistic regression stratified on CD4 lymphocyte count revealed a protective role for azole use (OR 0.15; 95% CI 0.06-0.40) but not for HAART use (OR 0.47; 95% CI 0.18-1.26). Of note, the prevalence of HAART use was low in both cases and controls, with only 12% of cases and 23% of controls on HAART. The results of this study support previous evidence that azole use prevents invasive cryptococcal disease. Although current guidelines for the prophylaxis of opportunistic infections do not suggest routine prophylaxis for cryptococcal infection, this issue should be reconsidered, especially in populations that have a low prevalence of HAART use."
