Document Order,Normalized Frequency,Raw DF,Abstract
7098,0.085,85.0000,"Only some twenty years has passed since the first discovery of severe immunodeficiency among previously healthy homosexual men through the discovery of the causing virus and till the status today where the knowledge on the HIV virus and the pathogenic mechanisms induced by the virus are extensive, though still incomplete. Furthermore, steadily better treatments have been introduced at a paste that is probably without precedents. These processes have been fuelled by various molecular biological methods. The abilities to quantify viremia and to sequence virus and hence describe the evolution of the virus represent valuable tools for understanding the pathogenic processes. The current thesis describes some of the findings obtained. While it was initially thought that the virological profile mimicked the clinical with an acute infection followed for years by clinical latency and only after on average ten years signs of severe immunodeficiency, this understanding has been revised. There is no virological latency. The viral replication is on going throughout the infection. However, the virological profile does resemble the clinical. Viremia is high shortly after infection; hereafter declines, and stabilises around what has been termed the viral set point. This level of viremia is predictive of the clinical course of the infection. We have shown that the viremic levels, measured both as HIV RNA load and proviral DNA load, early in infection carry significant information about the course of the infection. It is; however, not only early viral loads that carry prognostic information, also viral load during late-stage infection is clinically informative. Viral load measurements have evolved as the major tool for monitoring the efficacy of antiretroviral therapy. HIV RNA has been shown to be a good surrogate marker for the clinical efficacy of antiretroviral treatment. How to use the measurements most optimally has however not been fully delineated. Various methods for describing virological response might yield different results, and it is recommended that the pros and cons of the various methods be investigated. In a cohort of patients who had obtained good virological suppression on antiretroviral therapy followed prospectively for two years we found that only few patients experienced high-grade viremia. Furthermore, baseline HIV DNA differed between the patients with various longitudinal HIV RNA profiles. The patients with the most pronounced HIV RNA suppression had lowest proviral load at baseline, with a clear gradient across the groups. The interplay between proviral load and treatment response deserves further investigations. Resistance can develop against all the available antiretrovirals. The high turnover rate of HIV along with the error-prone reverse transcriptase leads to the possibility of steady accumulation of resistance mutations if the viremic suppression is incomplete. While the interplay between viremia and resistance development is clear-cut for some antiretrovirals i.e. Lamivudine, the pattern is more complex for i.e. Zidovudine. With the availability of assays for resistances testing the knowledge on this issue has been ever evolving. How to use resistance testing in the clinical monitoring of patients remains to be clarified. Resistance testing can aid in the process of choosing salvage therapy for patients experiencing virological failure. Whether resistance testing will be of clinical benefit in other situations remains to be determined. Investigation of the viral sequences and evolution herein has not only been used for resistance analyses, but also for tracing the spread of the infection. HIV-1 exists in many subtypes, with various geographic distributions. Hence subtype analyses have been used to investigate the introduction and spread of the HIV infection into many countries. Phylogenetic analyses have also been used to investigate nosocomial transmission events. We used analyses of env and gag sequences to trace a case of nosocomial infection at the Department of Infectious Diseases, Rigshospitalet, Denmark. The study underlines the importance of steady awareness of the infection control precautions and possible breaks herein. The usefulness of this type of analyses was confirmed. In the early years of the AIDS epidemic various replicative patterns were described. Virus obtained from patients with late-stage infection often had virus that could induce syncytium formation (SI) when cultured, while virus obtained from patients in the early stages of infection did not have this ability. A correlation between the SI ability and the ability to yield high virus titres rapidly as well as the ability to establish infection in certain cell lines was found. Patients infected with SI virus experience more rapid clinical deterioration. We found that patients harbouring SI virus have HIV RNA loads no different from patients harbouring NSI virus. This is in line with the findings of other groups. Though patients harbouring SI virus had a more rapid development of resistance when treated with nucleoside reserve transcriptase inhibitor (NRTI's) monotherapy, this was not the case when treated with highly active antiretroviral therapy (HAART). HAART is today considered the treatment modality of choice; both for established HIV-infection and in cases where post exposure prophylaxis (PEP) is given in order to prevent establishment of infection after exposure. In a case of transfusion of HIV-contaminated though HIV antibody negative blood the recipient was treated with HAART. As the risk of infection is close to 100% under these circumstances the fact that the recipient remained uninfected is probably attributable to the prompt initiation and thorough maintenance of PEP. PEP is recommended to health care workers after percutaneous HIV exposure as well as after sexual exposure. Even with NRTI monotherapy PEP has been shown to be efficacious. While the explanation for the dichotomy (SI vs. NSI) was for many years unresolved, it is now known that this is due to the requirements of the virus for different co-receptors for cell entry. SI virus uses mainly CXCR4 while NSI virus uses CCR5. Being heterozygous for a 32 basepair deletion in the gene encoding CCR5 leads to slower disease progression. We have shown that heterozygotes have lower HIV RNA levels in the early years of the infection, possibly explaining the clinical advantage of having the deletion. HIV replicates in activated cells, and there is an intriguing interplay between HIV replication and immune activation. HIV-infected patients have elevated levels of immunoglobulins. HIV induces polygonal immunoglobulin production. We found that patients experiencing good virological suppression of HAART had lower IgA levels than patients with less complete viral suppression. Whether IgA can be used as a marker for imminent viral break-through remains to be determined. The full understanding of the interplay between immune activation and HIV replication awaits further studies. The finding of increased viremia in conjunction with acute bacterial or viral infection led to concerns about the safety of vaccinating HIV-infected patients against influenza and pneumococcal infection. We found no difference in HIV RNA levels measured before and median 42 days after anti-pneumococcal vaccination. This is in line with many other studies showing either no or only transient increases in viremia. In conclusion, the knowledge on HIV virology has expanded tremendously. This has led to significant improvements in treatments in the Western World leading to declines in HIV morbidity and mortality. The ability to quantify viral load and to perform sequence analyses represent valuable tools both for understanding the pathogenic actions of the virus and for the clinical monitoring of HIV-infected patients. The optimal usage of these tools in the clinical setting, however, still remains to be defined. The progresses obtained have unfortunately been restricted to the Western World and the calamities of HIV is spreading and worsening in the Developing World. The progress in the development of a vaccine has been disappointing and it is urgently necessary that the progresses obtained within the fields of prevention and treatment are translated into useful strategies in the parts of the world mostly affected by the HIV pandemic."
5542,0.02,20.0000,"Introduction of antiretroviral combination therapy has profoundly altered both the course and prognosis of the disease in HIV-infected persons. Indeed, protease inhibitor-containing antiretroviral combination therapy dramatically decreased morbidity and mortality and improved quality of life of HIV-infected persons. Recent data, however, have raised concerns that antiretroviral combination therapy is associated with premature manifestation of coronary artery disease. In particular, protease inhibitors have been linked to metabolic changes such as insulin resistance, abnormalities in lipid metabolism and lipodystrophy and increased coronary artery calcification. Previous studies have reached conflicting conclusions whether the incidence of myocardial infarction is indeed increased in this patient population. The most substantial database has recently been provided by the D:A:D study group who demonstrated an increased incidence of myocardial infarction in HIV-infected persons on protease inhibitors or non-nucleoside reverse transcriptase inhibitor-containing therapy in a prospective observational cohort study. Much about the mechanisms involved leading to this finding remain elusive. Surrogate markers such as endothelial function may help to delineate potential mechanisms. Endothelial dysfunction is a key event in the initiation and progression of atherosclerotic vascular disease. It is characterized by decreased nitric oxide (NO) bioavailability. Furthermore endothelial ""activation"" leading to a pro-inflammatory, proliferative and prothrombotic state of the endothelium occurs. The observed accelerated atherosclerosis could either be caused by the virus infection itself or by a side effect of antiretroviral therapy, protease inhibitors in particular. Experimental studies demonstrate a direct impact of viral components (gp120, TAT) on the endothelium, as they lead to expression of adhesion molecules (intercellular adhesion molecule [ICAM], E-selectin), a prothrombotic state (increase of von Willebrand factor, plasminogen activator inhibitor-[PAI-]1, tissue plasminogen activator [t-PA], tissue factor). In addition, soluble adhesion molecules (sE-selectin, ICAM) were found to be increased in HIV-infected persons. Impaired flow-mediated dilation can already be detected in HIV-infected children, independent of antiretroviral therapy. Another study showed a correlation between viral load and flow-mediated dilation, supporting the notion of infection/inflammation as a contributor to endothelial dysfunction. The influence of protease inhibitor therapy on the endothelium was investigated in several studies in vitro and in vivo. In experimental studies certain protease inhibitors downregulated eNOS expression, and induced CD36 scavenger receptor expression. Furthermore, apoptosis, radical oxygen species (ROS), proliferation of vascular smooth muscle cells and endothelin-1 were found to be increased. There is conflicting evidence about adhesion molecules, as some investigators detected a decrease by therapy, others did not see an effect. In clinical studies all but one investigator found endothelial function to be impaired in HIV-infected persons on protease inhibitor-containing regimens. An important study to underline the hypothesis of a link between protease inhibitor therapy comes from Dubé et al. showing that in healthy volunteers, indinavir caused impaired endothelial-dependent vasodilation after 4 weeks. In a wide variety of clinical conditions lipid-lowering therapy using statins has shown to improve endothelial function as well as hard clinical endpoints. Drug interactions caused by common metabolism of protease inhibitors and most statins by the P450 3A4 pathway limit the use of these drugs it this setting. Pravastatin, which is being metabolized independently of P450 enzymes, was tested in several studies. In one study a trend toward improvement of endothelial function was observed. In an own similar study the authors recently provided evidence of a significant improvement of endothelium-dependent vasodilation in 30 HIV-infected persons. These studies support current guidelines of treating protease inhibitor-associated dyslipidemia with statins, preferably pravastatin.. Many questions remain unanswered in the context of antiretroviral therapy and cardiovascular risk. Results gained from research of endothelial function have served to delineate certain potential mechanisms, much work is yet to be done."
6351,0.008,8.0000,"The intersection and syndemic interaction between the human immunodeficiency virus (HIV) and tuberculosis (TB) epidemics have global prevalence with devastating morbidity and massive mortality. Using FDG-PET imaging it was shown that in HIV-infected individuals, involvement of the head and neck precedes that of the chest and of the abdomen. The sequence of lymph node involvement observed suggests the existence of a diffusible activation mediator that may be targeted via therapeutic intervention strategies. Furthermore, the degree of FDG uptake proved directly related to viral load and inversely related to CD4 cell count. Available data in acquired immune deficiency syndrome (AIDS)-defining cancers further suggest that FDG-PET/CT imaging may be useful for prognostication of cervical cancer and for identifying appropriate sites for biopsy, staging, and monitoring lymphoproliferative activity owing to HIV-associated Kaposi sarcoma and multicentric Castleman disease. Inversely, in HIV-associated lymphoma, FDG uptake in HIV-involved lymphoid tissue was shown to reduce the specificity of FDG-PET imaging findings, the effect of which in clinical practice warrants further investigation. In the latter setting, knowledge of viremia appears to be essential for FDG-PET image interpretation. Early HIV-associated neurocognitive disorder, formerly known as AIDS dementia complex, proved to be characterized by striatal hypermetabolism and progressive HIV-associated neurocognitive disorder or AIDS dementia complex by a decrease in subcortical and cortical metabolism. In lipodystrophic HIV-infected individuals, lipodystrophy proved associated with increased glucose uptake by adipose tissue, likely resulting from the metabolic stress of adipose tissue in response to highly active antiretroviral therapy. Furthermore, ongoing chronic low-grade infection in arteries of HIV-infected individuals could be depicted by FDG-PET/CT imaging. And there is promising data that FDG-PET/CT in HIV may serve as a new marker for the evaluation of thymic function in HIV-infected patients. In the setting of TB, FDG-PET has proven unable to differentiate malignancy from TB in patients presenting with solitary pulmonary nodules, including those suffering from HIV, and thus cannot be used as a tool to reduce futile biopsy or thoracotomy in these patients. In patients presenting with extrapulmonary TB, FDG-PET imaging was found to be significantly more efficient when compared with CT for the identification of more sites of involvement. Thus supporting that FDG-PET/CT can demonstrate lesion extent, serve as guide for biopsy with aspiration for culture, assist surgery planning and contribute to follow-up. Limited available data suggest that quantitative FDG-PET findings may allow for prediction or rapid assessment, at 4 months following treatment instigation, of response to antituberculostatics in TB-infected HIV patients. These results and more recent findings suggest a role for FDG-PET/CT imaging in the evaluation of therapeutic response in TB patients. "
4726,0.008,8.0000,"The number of people infected with human immunodeficiency virus (HIV) is gradually increasing in Japan, and the morbidity rate from tuberculosis in the Japanese people is high. Accordingly, the number of cases with both infections is considered to increase in the future. Our hospital has already encountered 31 cases of HIV associated tuberculosis. HIV infects mainly CD4-positive cells. The extreme decrease in the cell count results in serious cellular immunological disorder. CD4-positive cell disorder induces disorders of B lymphocytes, cytotoxic T cells, natural killer cells, and macrophage functions. These destructive conditions show the state of immunodeficiency including macrophage that are most important for defense of acid-fast bacterial infection. Migration and activation of macrophages with cytokines derived from T cells are impaired to induce the following phenomena: hypoplasia of granuloma, failure of tubercule bacillus suppression, the spread to regional lymph nodes (hilar or mediastinal lymph nodes), and hematogenous dissemination. On this occasion, caseous necrosis and cavitation are unlikely to occur, and false-negative tuberculin reaction is often observed. The incidence of severe cases, which include miliary tuberculosis, tuberculous meningitis, etc., and extrapulmonary tuberculosis, are high among acquired immunodeficiency syndrome (AIDS)-associated tuberculosis cases. HIV-infected tuberculosis cases are generally regarded as endogenous exacerbation, but they include primary infection and reinfection as well. Even during the treatment for drug-sensitive strains particularly, some cases may have reinfection with multidrug-resistant bacteria, suggesting that caution should be taken against this point. Conversely, the association of tuberculosis is a factor for the poor prognosis of HIV infection, since it facilitates the development of HIV infection. If the bacteria belong to a drug-sensitive strain, the infection with them responds well to antituberculous drugs, the same as in tuberculosis cases without HIV infection, showing a favorable prognosis. However, the mortality rate of infection with multi-drug-resistant tuberculosis is extremely high. The combined use of a protease inhibitor, i.e., anti-HIV drug, with rifampicin is regarded as contraindication for the treatment because rifampicin strongly induces hepatic cytochrome P-450 and increases the metabolism of protease inhibitors and nonnucleoside reverse transcriptases to markedly decrease the blood concentrations. Accordingly, the treatment for tuberculosis should take priority over that for HIV infection in HIV-infected tuberculosis, and highly active antiretroviral therapy (HAART) may be administered after the treatment of tuberculosis. When HAART is necessary for the treatment during the tuberculosis treatment, rifampicin had better be exchanged to rifabutin because the effect of rifabutin to induce cytochrome P-450 is less potent than that of rifampicin. A report has recently shown that the exacerbation of pyrexia and chest X-ray findings was transiently observed approximately 2 weeks after potent anti-HIV therapy for HIV-infected tuberculosis, which included a protease inhibitor. The reason for the exacerbation has been believed to be that the impaired function of CD4-positive cells is improved by the administration of anti-HIV drugs to raise temporarily the reaction of the vital part to M. tuberculosis. A tuberculin skin test (TST) reaction size of > or = 5 mm of induration is considered positive (i.e., indicative of M. tuberculosis infection) in persons who are infected with HIV. Persons with a TST reaction size > or = 5 mm who have not previously received treatment for M. tuberculosis infection should receive tuberculosis preventive treatment. Prevention by BCG vaccination is regarded as contraindications for HIV-infected patients, because disseminated M. bovis infection may be associated with them. Many HIV-positive patients infected with tuberculosis show uneventful healing, when M. tuberculosis is the sensitive strain. However, since some patients show the rapid course of tuberculosis, clinical physicians keep the early detection of tuberculosis for HIV-infected patients and the association of HIV infection for tuberculosis patients in their mind, respectively."
9794,0.008,8.0000,"Viral liver diseases are frequent comorbidities and major contributors to death in HIV-positive individuals on antiretroviral therapy. Although cure of hepatitis C and control of hepatitis B with antivirals avert liver disease progression in most HIV-coinfected patients, the lack of satisfactory treatment for hepatitis delta virus (HDV) infection remains a major threat for developing cirrhosis and liver cancer in this population. In the European Union (EU) and North America, sexual contact has replaced injection drug use that has been the major transmission route for HDV in HIV-positive persons. PegIFNα is the only approved HDV therapy; however, sustained HDV-RNA clearance is achieved by less than 25%. The recent discovery of sodium taurocholate cotransporting polypeptide as the key hepatitis B virus (HBV) and HDV cell entry receptor has opened the door to a new therapeutic era. Indeed, promising results have been released using Myrcludex-B, a sodium taurocholate cotransporting polypeptide inhibitor. More encouraging are data with new classes of HDV blockers, such as prenylation inhibitors (i.e. lonafarnib) and nucleic acid polymers. At this time, sustained suppression of HDV replication is the primary goal of HDV therapy, as it is associated with normalization of liver enzymes and histological improvement. Of note, the use of specific antivirals for HDV must be given along with anti-HBV agents to prevent HBV rebounds following removal of viral interference. The lack of persistent forms of HDV-RNA could provide a unique opportunity for curing hepatitis delta, even without eliminating HBV circular covalently closed DNA. Ultimately, suppression of HDV replication along with hepatitis B surface antigen clearance once drugs are off would be the best reflect of hepatitis delta cure."
2709,0.008,8.0000,"Chronic hepatitis B affects nearly 10% of HIV-infected patients. Hepatitis B virus (HBV) infection is a dynamic disease and coinfection with HIV impacts directly on the outcome of HBV infection, considerably complicating its natural history, diagnosis, and management. The aim of this study was to compare two cohorts of HBV monoinfected and HBV/HIV coinfected Iranian patients undergoing long-term lamivudine therapy from the clinical and virological aspects, as well as the frequency of detected mutations in HBV genome. To this end, HBV Pol/S regions from 72 patients were PCR-amplified and directly sequenced. Phylogenetic analysis indicated a 40-times higher risk of coinfection with ayw3 subtype of HBV genotype D rather than ayw2 subtype [P<0.001, odd: 40.66, CI: 95 % (4.69-352.23)]. While no resistance mutation was detected in HBV/HIV coinfected cohort, LAM-resistance mutations (rtM204I/V in YMDD and rtL180M in FLLA polymerase motifs) were identified in 30% (9 out of 30) and 16.66% (5 out of 30) of HBV monoinfected patients (P<0.05). Moreover, several mutations (sP105A, sI110S/L, sS136Y and sP127T/L) with significant differences in the frequency were identified in the S region of both cohorts. Finally, this study found strong correlation between the type of infection (mono or coinfection) and characteristics like patient gender, ALT levels, HBV-DNA levels and HBV subtypes. These results pointed to the importance of determination of HBV variants in the management of patients and suggested that in contrary to HBV monoinfections, LAM may be still an appropriate drug for the treatment of HBV in HBV/HIV coinfected patients; however, further studies to clarify the role of HIV in HBV LAM-resistance mutations are required."
8572,0.007,7.0000,"HIV infection is the major public health, social and economic problem in Georgia. The aim of this study is to evaluate effectiveness of ARV treatment system in Georgia. Study included 1052 people living with HIV/AIDS in Georgia registered at Infectious Disease, AIDS and Clinical Immunology Research Center since 2004. To ensure universal access to ARV therapy all HIV/AIDS individuals included in the study were investigated by special algorithm, all identified patients requiring ARV therapy were offered treatment and monitored during therapy on treatment effectiveness and side effects. Detection of HIV antibodies was performed by ELISA with further confirmation by Western Blot Assay. HIV-1 RNA in plasma was measured by quantitative Polymerase Chain Reaction. For determination of percentages and absolute count of T lymphocyte subpopulations single-platform immunophenotyping technique using the Becton-Dickinson FACSCalibur flow cytometer was applied. For resistance testing TRUGENE HIV-1 Genotyping Kit with the OpenGene DNA Sequencing System (Siemens) was used. Treatment was offered to 595 HIV/AIDS patients. 594 patients started treatment, 1 patient refused. Out of treated 594 HIV/AIDS patients 22 patients discontinued, 111 patients died and 461 patients are currently on ARV treatment. Out of treated patients 406 adults and 21 children are receiving first-line treatment, 31 adults and 2 children are on second-line treatment and 1 adult is receiving salvage regimen. Treatment failure was defined in 55 cases. Among them immunological failure was observed in 7 cases, clinical failure in 1 case and virologic failure in 47 cases. Prevalence of drug resistance among virologic failure cases accounted for 72% and inadequate adherence for 28% cases. Majority of death cases among ARV treated patients was due to non-AIDS related or incurable conditions, while deaths due to AIDS related conditions mainly were associated to the delayed referral of patients in already advanced stage of disease. It's worth to mention that highest number of death cases was due to liver failure in HIV/HCV and/or HBV co-infected patients."
7191,0.007,7.0000,"In our HIV outpatient centre where over 1,200 patients are followed, maraviroc as an entry inhibitor was introduced in 2010. We aimed to assess the background, the therapeutic challenges and the prospective monitoring of all patients treated with a combination antiretroviral therapy (cART) including maraviroc. Sixty-six patients started a maraviroc-containing cART with a history of HIV infection lasting 13.9±10.7 years. This interim analysis presents patients who had at least 12 (mean 16.9±12.8) months of follow-up. One to 17 previous cART changes prompted the introduction of maraviroc in rescue regimens in the great majority of patients considered (53 of 66); in 13 cases, maraviroc was given to patients with advanced HIV disease and no immune recovery after 2-3 years of a virologically-effective cART. The most frequent companion antiretroviral agents were: darunavir/ritonavir (51 cases), raltegravir (49 subjects), and etravirine (36 cases). The most common underlying conditions were: AIDS (41 cases), liver cirrhosis (21), AIDS-related or other malignancies (20 cases), major cardiovascular events (18 cases), osteonecrosis and haemodialysis-treated kidney failure (3 cases each). A chronic HCV and HBV hepatitis were of concern in 25 and 13 patients. The addition of maraviroc added favourably to clinical-laboratory markers of HIV disease progression, and those of comorbid conditions. HIV viraemia became (or remained) undetectable in 55 patients of 66 (83.3%). An improvement in CD4+ count was observed in all 66 patients, based on a mean 24.9±19.2% increase versus baseline, paralleled by an improvement in mean absolute CD4+ count of 134.7±121.1 cells/μL. A tendency towards an increased mean and peak CD4+ count was observed in the subgroup receiving a maraviroc-raltegravir-based cART. As no clinical-laboratory adverse events attributable to maraviroc occurred, nobody discontinued the study drug. Only mild-transient gastrointestinal disturbances, fatigue and anorexia, were reported during maraviroc administration, but their relationship with the study drug was difficult to assess because of the multiple comorbidities and polypharmacy. Our preliminary experience with maraviroc, even considering the limits of the proportionally reduced sample, the patients' salvage stage of advanced disease and the related-unrelated morbidities, underlines its excellent efficacy and safety profile."
7381,0.007,7.0000,"Coinfection of blood-borne hepatitis B and hepatitis C viruses (HBV and HCV, respectively) in human immunodeficiency virus type 1 (HIV-1)-positive individuals frequently occurs in inmate population and peculiar viral strains and patterns of virological markers may be observed.Plasma from 69 HIV-1-positive inmates was obtained from 7 clinical centers connected with correctional centers in different towns in Italy. HIV, HBV, and HCV markers were tested by commercial assays. Virus genotyping was carried out by sequencing the protease and reverse transcriptase-encoding region (PR-RT region) for HIV and a region encompassing the NS5B gene for HCV and subsequent phylogenetic analysis.Twelve over 14 HIV-subtyped inmates were infected with HIV-1 subtype B strains. The 2 non-B strains belonged to subtype G and CRF02_AG, in an Italian and a Gambian patient, respectively. Variants carrying the K103N and Y181C resistance mutations to non-nucleoside reverse transcriptase inhibitors (NNRTIs) were found in 2 out of 9 patients naive for combined antiretroviral therapy (cART) (22.2%). Most HIV-positive patients (92.8%) showed evidence of past or present HBV and/or HCV infection. Prevalence of HBV and HCV was 81.2% for both viruses, whereas prevalence of HBV/HCV coinfection was 69.6%. A significantly higher presence of HCV infection was found in Italians [odds ratio (OR) 11.0; interval 1.7-80.9] and in drug users (OR 27.8; interval 4.9-186.0). HCV subtypes were determined in 42 HCV or HBV/HCV-coinfected individuals. HCV subtypes 1a, 3a, 4d, and 1b were found in 42.9%, 40.5%, 14.3%, and 2.4% of inmates, respectively. Low titers of HBV DNA in HBV DNA positive subjects precluded HBV subtyping.The high prevalence of HBV and HCV coinfections in HIV-infected inmates, as well as the heterogeneity of HIV and HCV subtypes suggest the need to adopt systematic controls in prisons to monitor both the burden and the genetic forms of blood-borne viral infections, in order to apply targeted therapeutic interventions."
6919,0.007,7.0000,"This consensus document has been prepared by a panel consisting of members of the AIDS Study Group (Gesida) and the Spanish Secretariat for the National Plan on AIDS (SPNS) after reviewing the efficacy and safety results of clinical trials, cohort and pharmacokinetic studies published in medical journals, or presented in medical scientific meetings. Gesida has prepared an objective and structured method to prioritise combined antiretroviral treatment (cART) in naïve patients. Recommendations strength (A, B, C) and the evidence which supports them (I, II, III) are based on a modification of the Infectious Diseases Society of America criteria. The current antiretroviral treatment (ART) of choice for chronic HIV infection is the combination of three drugs. ART is recommended in patients with symptomatic HIV infection, in pregnancy, in serodiscordant couples with high transmission risk, hepatitis B fulfilling treatment criteria, and HIV nephropathy. Guidelines on ART treatment in patients with concurrent diagnosis of HIV infection and an opportunistic type C infection are included. In asymptomatic patients ART is recommended on the basis of CD4 lymphocyte counts, plasma viral load and patient co-morbidities, as follows: 1) therapy should be started in patients with CD4 counts <350 cells/μL; 2) when CD4 counts are between 350 and 500 cells/μL, therapy will be recommended and only delayed if patient is reluctant to take it, the CD4 are stabilised, and the plasma viral load is low; 3) therapy could be deferred when CD4 counts are above 500 cells/μL, but should be considered in cases of cirrhosis, chronic hepatitis C, high cardiovascular risk, plasma viral load >10(5) copies/mL, proportion of CD4 cells <14%, and in people aged >55 years. ART should include 2 reverse transcriptase inhibitors nucleoside analogues and a third drug (non-analogue reverse transcriptase inhibitor, ritonavir boosted protease inhibitor or integrase inhibitor). The panel has consensually selected and given priority to using the Gesida score for some drug combinations, some of them co-formulated. The objective of ART is to achieve an undetectable viral load. Adherence to therapy plays an essential role in maintaining antiviral response. Therapeutic options are limited after ART failures, but an undetectable viral load may be possible nowadays. Adverse events are a fading problem of ART. Guidelines in acute HIV infection, in women, in pregnancy, and to prevent mother-to-child transmission and pre- and post-exposition prophylaxis are commented upon. Management of hepatitis B or C co-infection, other co-morbidities, and the characteristics of ART in HIV-2 infection are included."
