Document Order,Normalized Frequency,Raw DF,Abstract
9061,0.025,5.0000,"Evaluation of metabolic factors and elevated γ-glutamyltransferase (GGT) levels as independent predictors of treatment failure in a thoroughly documented cohort of HIV-/HCV-coinfected patients (HIV/HCV). Sixty-four HIV/HCV patients treated with pegylated interferon-α-2a plus ribavirin (PEGIFN + RBV) at the Medical University of Vienna within a prospective trial were included in this study. In addition, 124 patients with HIV/HCV from the AIFA-HIV and AHIVCOS cohorts were included as a validation cohort. Advanced liver fibrosis, GGT elevation, insulin resistance (IR) and low CD4+ nadir were defined as METAVIR F3/F4, GGT levels >1.5× sex-specific upper limit of normal, homoeostasis model assessment of insulin resistance >2 and CD4+ nadir <350 cells/μL, respectively. HCV-genotype 1/4 (OR26.3; P = 0.006), advanced liver fibrosis (OR20.2; P = 0.009), interleukin 28B rs12979860 non-C/C SNP (OR8.27; P = 0.02) and GGT elevation (OR7.97; P = 0.012) were independent predictors of treatment failure, while both IR (OR3.51; P = 0.106) and low CD4 + nadir (OR2.64; P = 0.263) were not independently associated with treatment failure. A statistically significant correlation between GGT elevation and prior alcohol abuse (r = 0.259; P = 0.039), liver steatosis (r = 0.301; P = 0.034) and low-density lipoprotein-cholesterol (r = -0.256; P = 0.041) was observed. The importance of GGT elevation as an independent predictor of treatment failure was confirmed in a validation cohort (OR2.76; P = 0.026). While GGT elevation emerged as an independent predictor of treatment failure in both the derivation and the validation cohort, no independent associations between metabolic factors and treatment failure were observed. Thus, our findings suggest that GGT elevation is an independent predictor of treatment failure in HIV/HCV that can easily be incorporated into predictive algorithms. "
8240,0.02,4.0000,"A survey of knowledge, attitude and practice (KAP) regarding human immunodeficiency virus infection was performed on 899 students from 3 government-administered high schools located in the Bangkok Metropolitan area. Initially, all students completed a written questionnaire (pre-test) regarding HIV/AIDS. Following this, they attended a slide lecture presentation given by a specialist physician. The same test questionnaire was then completed by the same students six weeks (post-test) later for comparison of their previous KAP. The subjects composed of male to female ratio equal to that of the median age 15-16 years old. Sixty-seven per cent of the subjects were living with their parents, 16.3 per cent with relatives and 15 per cent with friends. Ninety nine per cent of the subjects had received information on HIV/AIDS before enrollment to this study. The source of knowledge ranged from television (89.1%), teachers (81.6%), pamphlets (80.2%), newspapers (75%), radio (55%), health care workers (53.4%), friends (38.6%) and only 32.5 per cent from their parents. The subjects' knowledge about HIV/AIDS and risk factors in the post-test questionnaire was significantly increased (P < 0.001) from the pre-test status. However, their attitudes to an HIV infected person were not significantly changed in the post-test questionnaire: only the ""attending school"" question showed significantly (P < 0.05) increased numbers of agreement. Similarly, the attitudes and practices to prevent HIV infection were not significantly (P > 0.05) different between pre-test and post-test questionnaires. The result of this study is to recommend regular school-based programs of education to increase awareness of preventive strategies for HIV/AIDS and sexually transmitted diseases."
8267,0.02,4.0000,"It is the position of the American Dietetic Association that efforts to optimize nutritional status through individualized medical nutrition therapy, assurance of food and nutrition security, and nutrition education are essential to the total system of health care available to people with human immunodeficiency virus (HIV) infection throughout the continuum of care. Broad-based efforts to improve health care access and treatment have stabilized HIV prevalence levels in many parts of the world and led to longer survival for people living with HIV infection. Confounding clinical and social issues, such as medication interactions, comorbidities, wasting, lipodystrophy, food insecurity, aging, and other related conditions further complicate disease management. With greater understanding of the mechanisms of HIV disease and its impact on body function, development of new treatments, and wider ranges of populations affected, the management of chronic HIV infection continues to become more complex and demanding. Achievement of food and nutrition security and management of nutrition-related complications of HIV infection remain significant challenges for clients with HIV infection and health care professionals. Registered dietitians and dietetic technicians, registered, should integrate their efforts into the overall health care strategies to optimize their clinical and social influence for people living with HIV infection."
2359,0.02,4.0000,"There is growing international concern that food insecurity may negatively impact antiretroviral (ARV) treatment outcomes, but no studies have directly evaluated the effect of food insecurity on viral load suppression and antiretroviral adherence. We hypothesized that food insecurity would be associated with poor virologic response among homeless and marginally housed HIV-positive ARV-treated patients."
8417,0.02,4.0000,"HIV-positive refugees confront a variety of challenges in accessing and adhering to antiretroviral therapy (ART) and attaining durable viral suppression; however, there is little understanding of what these challenges are, how they are navigated, or how they may differ across humanitarian settings. We sought to document and examine accounts of the threats, barriers and facilitators experienced in relation to HIV treatment and care and to conduct comparisons across settings. We conducted semi-structured interviews among a purposive sample of 14 refugees attending a public, urban HIV clinic in Kuala Lumpur, Malaysia (July-September 2010), and 12 refugees attending a camp-based HIV clinic in Kakuma, Kenya (February-March 2011). We used framework methods and between-case comparison to analyze and interpret the data, identifying social and environmental factors that influenced adherence. The multiple issues that threatened adherence to antiretroviral therapy or precipitated actual adherence lapses clustered into three themes: ""migration"", ""insecurity"", and ""resilience"". The migration theme included issues related to crossing borders and integrating into treatment systems upon arrival in a host country. Challenges related to crossing borders were reported in both settings, but threats pertaining to integration into, and navigation of, a new health system were exclusive to the Malaysian setting. The insecurity theme included food insecurity, which was most commonly reported in the Kenyan setting; health systems insecurity, reported in both settings; and emotional insecurity, which was most common in the Kenyan setting. Resilient processes were reported in both settings. We drew on the concept of ""bounded agency"" to argue that, despite evidence of personal and community resilience, these processes were sometimes insufficient for overcoming social and environmental barriers to adherence. In general, interventions might aim to bolster individuals' range of action with targeted support that bolsters resilient processes. Specific interventions are needed to address locally-based food and health system insecurities. "
3126,0.02,4.0000,"The aim of immune-based therapies in HIV infection is to enhance numbers and function of CD4 and CD8 T lymphocytes especially specific anti-HIV cellular immune responses in order to allow immune control of viral replication. Interleukin-2 (IL-2) has been extensively studied in phase II trials. Intermittent administration of subcutaneous IL-2 results in substantial increases in CD4 cell counts in most HIV-patients. Two large-scale phase III international studies are addressing the key remaining question of the clinical benefit associated with CD4 cell expansions in HIV-infected patients receiving IL-2. Other cytokines including interferon-alpha are currently under investigation in phase II trials. The goal of therapeutic immunizations is to enhance and broaden the immune system's ability to recognize HIV. Several vaccine candidates, also tested as immunogens for preventive vaccines, are currently studied in phase II trials in patients exhibiting viral suppression under highly active antiretroviral therapy. It has been demonstrated in rhesus monkeys'models that therapeutic immunizations can result in the induction of strong CD4 and CD8 responses associated with viral control and prevention of clinical AIDS, following challenge with a highly pathogenic strain of chimeric SIV-HIV. The clinical efficacy of immune-based strategies remains to be demonstrated in randomized controlled clinical trials. Participation of immune system to control of viral replication may allow simplification of antiretroviral treatment which results in long-term adverse effects having impact in life quality of persons living with HIV."
9509,0.02,4.0000,"The Tat protein of human immunodeficiency virus type 1 (HIV-1) is a potent trans-activator of transcription from the viral LTR promoter. Previous mutagenesis studies have identified domains within Tat responsible for binding to its TAR RNA target and for transcriptional activation. The minimal Tat activation domain is composed of the N-terminal 48 residues, and mutational analyses identified a cluster of critical cysteines. The importance of four highly conserved aromatic amino acids within the activation domain has not been thoroughly investigated. We have systematically substituted these aromatic residues (Y26, F32, F38, Y47) of the HIV-1 LAI Tat protein with other aromatic residues (conservative mutation) or alanine (nonconservative mutation). The activity of the mutant Tat constructs was measured in different cell lines by transfection with a LTR-CAT reporter plasmid. The range of transcriptional activities measured for this set of Tat mutants allowed careful assessment of the level of Tat activity required for optimal viral replication. To test this, the mutant Tat genes were introduced into the pLAI infectious molecular clone and tested for their effect on virus replication in a T-cell line. We found that a twofold reduction in Tat activity already affects viral replication, and no virus replication was measured for Tat mutants with less than 15% activity. This strict correlation between Tat activity and viral replication demonstrates the importance of the Tat function to viral fitness. Interestingly, a less pronounced replication defect was observed in primary cell types. This finding may correlate with the frequent detection of proviruses with Tat-inactivating mutations in clinical samples."
4836,0.02,4.0000,"Reported here is a case of double hepatitis B virus (HBV) infection in an HIV/hepatitis C virus (HCV)-coinfected patient with antibodies against hepatitis B core antigen as the only serological marker (anti-HBc alone). Two different HBV genotypes were identified in this patient. A search of the medical literature indicated this report is the first to describe a multiple silent HBV infection in an HIV/HCV-coinfected-patient. The elevated incidence of the anti-HBc alone pattern in HIV-positive patients and the increasing number of silent HBV infections detected in those patients demonstrate the need to carefully examine HIV-positive patients for occult HBV infection. In addition, it appears necessary to thoroughly study such patients in order to evaluate the impact of mixed HBV infection and triple HIV/HCV/HBV infection on morbidity."
524,0.015,3.0000,"Hepatitis A virus (HAV) and hepatitis B virus (HBV) continue to be major health concerns among men who have sex with men (MSM). The Internet both facilitates high-risk sexual encounters and provides opportunities for promoting healthy behaviours. This study compared self-reported HAV and HBV vaccination levels, based on demographics, health characteristics, hepatitis knowledge, attitudes and risk behaviours among MSM using an online survey posted from February through June 2005. Each participant (n = 968) reported whether they were vaccinated, infected or susceptible for hepatitis A and/or for hepatitis B. Men whose health-care provider recommended vaccination were 12.91 (95% confidence interval [CI] 8.11, 20.55) times more likely to be vaccinated against HAV and 17.93 (95% CI 10.82, 29.70) times more likely to be vaccinated against HBV than those at risk of infection, respectively. These data provide essential information for public health professionals to successfully promote vaccination among members of this population."
904,0.015,3.0000,"Adherence to antiretroviral treatment (ART) is a complex phenomenon and patients do not always adhere for a variety of reasons. The quality of communication and the therapeutic relationship between health professionals and patients have an important influence on adherence, as do contextual and environmental factors. Little qualitative research exists that examines health care interactions in the context of adherence counselling. This article presents a case study of a discussion about nonadherence between a pharmacy assistant and a patient in a South African HIV context. A hybrid analytical approach revealed various themes such as how the topic of nonadherence is addressed, participants' responses to the patient's nonadherence, and the process of negotiating a new commitment to adherence. The case provides insight into the impact of contextual factors on the interaction and challenges involved in discussing nonadherence-in particular, the patient's attempts to save face, the pharmacy assistant's irritation and anger, and the patient's expressed regrets. This case raises questions around issues of patient agency. Health professionals are encouraged to consider the influence of context, lifeworld, and culture on patients' ability to adhere to treatment regimens. By working to improve communication processes and strengthen the therapeutic relationship, patients may be empowered to achieve better adherence levels."
