Document Order,Normalized Frequency,Raw DF,Abstract
4048,0.015,15.0,"The government of Zimbabwe began providing antiretroviral therapy (ART) to People Living with HIV/AIDS (PLHIV) in public institutions in 2004. In Midlands province two clinics constituted the most active HIV care service points, with patients being followed up through a comprehensive patient monitoring and tracking system which captured specific patient variables and outcomes over time. The data from 2006 to 2011 were subjected to analysis to answer specific research questions and this case study is based on that analysis. The goal of this case study is to build participants' capacity to undertake secondary data analysis and interpretation using a dataset for HIV antiretroviral therapy in Zimbabwe and to draw conclusions which inform recommendations. Case studies in applied epidemiology allow students to practice applying epidemiologic skills in the classroom to address real-world public health problems. Case studies as a vital component of an applied epidemiology curriculum are instrumental in reinforcing principles and skills covered in lectures or in background reading. The target audience includes Field Epidemiology and Laboratory Training Programs (FELTPs), university students, district health executives, and health information officers."
8438,0.014,14.0,"In the era of highly active antiretroviral therapy era, medication adherence and health-related quality of life (HRQOL) have become critical issues for people living with HIV/AIDS (PLWH). The purpose of this study was to test explanatory models of how patient-provider interaction and patient satisfaction are related to medication adherence and HRQOL for PLWH. A total of 344 PLWH receiving health-care services from a federally funded clinic in the southwest USA completed a survey questionnaire about their perception of interactions with providers, their satisfaction with services, their medication adherence, and their HRQOL. Comparing four latent variable structural equation models of direct and mediated effects of patient-provider interaction and patient satisfaction, the findings illustrate that the best model is one in which patient-provider interaction has a direct and positive effect on patient satisfaction, medication adherence, and HRQOL. These findings suggest that quality patient-provider interaction is a critical element of health-care services for PLWH, while patient satisfaction is an outcome measure and not a mediating factor for medication adherence and HRQOL. "
5673,0.013,13.0,"Initiation of efavirenz-based combination antiretroviral therapy (cART) is associated with Vitamin D deficiency, but the risk factors including efavirenz pharmacokinetics for cART-induced severe vitamin D deficiency (SVDD) and the impact of anti-tuberculosis (TB) cotreatment are not explored. We investigated the prevalence of SVDD in HIV and TB-HIV coinfected patients and associated risk factors for treatment-induced SVDD.Treatment-naïve Ethiopian HIV patients with (n = 102) or without (n = 89) TB co-infection were enrolled prospectively and received efavirenz-based cART. In TB-HIV coinfected patients, rifampicin-based anti-TB treatment was initiated 4 or 8 weeks before starting cART. Plasma 25-hydroxyvitamin D (25 [OH]D), cholesterol and 4-beta hydroxycholesterol concentrations were measured at baseline, 4, 16, and 48 week of cART. Plasma efavirenz concentrations were determined at 4 and 16 weeks of cART.TB-HIV patients had significantly lower plasma 25 (OH)D3 levels than HIV-only patients at baseline. TB co-infection, low Karnofsky score, high viral load, and high CYP3A activity as measured by plasma 4β-hydroxycholesterol/cholesterol ratios were significant predictors of low 25 (OH)D3 levels at baseline. In HIV-only patients, initiation of efavirenz-based cART increased the prevalence of SVVD from 27% at baseline to 76%, 79%, and 43% at 4, 16, and 48 weeks of cART, respectively. The median 25 (OH)D3 levels declined from baseline by -40%, -50%, and -14% at 4, 16, and 48 weeks of cART, respectively.In TB-HIV patients, previous anti-TB therapy had no influence on 25 (OH)D3 levels, but the initiation of efavirenz-based cART increased the prevalence of SVDD from 57% at baseline to 70% and 72% at the 4 and 16 weeks of cART, respectively. Median plasma 25 (OH)D3 declined from baseline by -17% and -21% at week 4 and 16 of cART, respectively.Our results indicate low plasma cholesterol, high CYP3A activity, and high plasma efavirenz concentrations as significant predictors of early efavirenz-based cART-induced vitamin D deficiency. Low plasma 25 (OH)D3 level at baseline is associated with TB co-infection and HIV diseases progression. Initiation of efavirenz-based cART is associated with high incidence of SVDD, whereas rifampicin based anti-TB therapy co-treatment has no significant effect. Supplementary vitamin D during cART initiation may be beneficial for HIV patients regardless of TB coinfection. "
5402,0.012,12.0,"Routine military screening identified human immunodeficiency virus (HIV) infection in an asymptomatic dentist who had three prior negative antibody tests. A look-back investigation evaluated the provider and the practice and provided notification, counseling, and HIV testing for patients. Test results were linked to dental procedures categorized by levels of invasiveness. Of 1631 patients tested, all were negative for antibody to HIV. Analysis of 12,164 procedures on 876 patients determined 20.5% of patients had procedures from the highest stratum of invasiveness; 42% had only low-risk exposure. Stratification of the degree of invasive exposure and clinical evaluation of disease stage in the infected health care worker are important in look-back investigations. The early stage of disease in the provider, the adherence to infection control precautions, and the low percentage of invasive procedures may have contributed to the lack of transmission. These results are consistent with current assessment that risk of transmission of HIV during invasive medical procedures is low."
4248,0.012,12.0,"Hepatitis delta virus (HDV) usually have an unfavorable clinical outcome in chronic hepatitis B virus (HBV) patients. In Egypt, data about epidemiology, the spectrum of disease, and impact of HDV on HBV infection are rare. To assess the prevalence, clinical and virological characteristics of HDV infection among Egyptian patients with chronic HBV. Adult patients with Hepatitis B surface antigen (HBsAg)-positive were evaluated for the presence of HDV using anti HDV-IgG and HDV RNA by RT-PCR. Routine laboratory investigations, genotypes and subtypes for both HBV and HDV, abdominal sonography, and transient elastography (TE) were done. Liver biopsy was performed only in whenever indicated. One hundred and twenty-one treatment-naïve chronic HBV patients were included. Wild HBV genotype-D2 was found in 98.2% and 81.9% were HBeAg negative. Prevalence of HDV was 8.3% by anti-HDV IgG and 9.9% by RT-PCR. Wild HDV genotype-IIb was reported in 83.3%. HDV infection was more common in males, 90.9% of delta patients were HBeAg negative. Compared to the mono-infected HBV, concomitant HBV/HDV infection was not associated with more derangment in ALT nor advanced stage of fibrosis. 66.7% of HDV patients had significantly lower HBV-DNA level compared to the non-delta patients (P < 0.001). HDV is not uncommon in Egypt. HBV genotype-D was associated with HDV genotype-IIb. Delta infection was associated with negative HBeAg status, reduction of HBV replication, but neither influenced the clinical course nor increased significant liver damage risk."
9923,0.012,12.0,"The recent expansion of antiretroviral treatment (ART) coverage in middle/low-income countries has been associated with increasing prevalence of HIV pre-ART drug resistance (PDR). We assessed PDR prevalence, patterns, and trends in Guatemala. Blood samples from 1,084 ART-naive individuals, enrolled from October 2010 to December 2013 at the Roosevelt Hospital in Guatemala City, were obtained. PDR was evaluated using the WHO mutation list for transmitted drug resistance (TDR) surveillance. An overall PDR prevalence of 7.3% (95% CI 5.8-9.0%) was observed for the whole study period. TDR to nonnucleoside reverse transcriptase inhibitors (NNRTI) was the highest (4.9%, p<0.001), followed by nucleoside RT inhibitors (1.8%) and protease inhibitors (1.0%). No significant trends in PDR prevalence were observed during the study period. However, higher NNRTI PDR levels were found in individuals with >500 and 350-500 CD4(+) T cells/μl (7.4% and 8.7%, respectively) compared to individuals with <350 CD4(+) T cells/μl (3.7%; p=0.039 and p=0.007, respectively), as well as a tendency of higher levels of NNRTI transmitted drug resistance (DR) in individuals with recent infection determined by HIV incidence tests (9.7%), suggesting increasing trends in time. Clusters of viruses with NNRTI PDR suggesting complex transmission networks were observed. No associations between PDR and demographic variables were found. PDR in Guatemala remains at an intermediate level. Nevertheless, we have shown evidence suggesting increasing trends in NNRTI PDR, which need to be taken into account in national HIV management policies."
4563,0.012,12.0,"Human immunodeficiency virus (HIV) infection alters the epidemiology of mycobacterial infections. In the industrialised world, this has led to an increase in severe illness associated with Mycobacterium avium-intracellulare complex (MAC) and, in the developing world, to doubling of tuberculosis cases in some countries in Sub-Saharan Africa. The interaction with Mycobacterium tuberculosis occurs when the CD4 count is relatively high (> 200) and tuberculosis (TB) is now the commonest presenting AIDS defining disease in Africa. In international public health terms the interaction between TB and HIV infection has led to the World Health Organisation declaring TB to be a global emergency. Both TB and HIV are diseases of poverty and the key to the reduction of incidence of both diseases is the improvement of socio-economic conditions. Other control methods are case finding and treatment, chemoprophylaxis and BCG vaccination. Finding active (sputum positive) case of tuberculosis and treating them is the function of TB control programmes in all countries, but poor adherence to medication has lead to low cure rates and increasing development of drug resistance. Resources are needed to improve adherence to medication and for research to improve diagnostic methods and treatment."
8267,0.012,12.0,"It is the position of the American Dietetic Association that efforts to optimize nutritional status through individualized medical nutrition therapy, assurance of food and nutrition security, and nutrition education are essential to the total system of health care available to people with human immunodeficiency virus (HIV) infection throughout the continuum of care. Broad-based efforts to improve health care access and treatment have stabilized HIV prevalence levels in many parts of the world and led to longer survival for people living with HIV infection. Confounding clinical and social issues, such as medication interactions, comorbidities, wasting, lipodystrophy, food insecurity, aging, and other related conditions further complicate disease management. With greater understanding of the mechanisms of HIV disease and its impact on body function, development of new treatments, and wider ranges of populations affected, the management of chronic HIV infection continues to become more complex and demanding. Achievement of food and nutrition security and management of nutrition-related complications of HIV infection remain significant challenges for clients with HIV infection and health care professionals. Registered dietitians and dietetic technicians, registered, should integrate their efforts into the overall health care strategies to optimize their clinical and social influence for people living with HIV infection."
6463,0.011,11.0,"Hepatitis B virus (HBV) antiviral therapies potentially suppress HBV viral load to an undetectable level reducing the risk of progressive liver disease and the development of HBV-related hepatocellular carcinoma. Adherence to antiviral therapies is imperative to achieve and maintain viral suppression. To date, there has been limited research on adherence to HBV therapies. Our study aimed to explore factors influencing adherence to antiviral therapy. A total of 29 participants consented to in-depth qualitative interviews at three outpatient clinics in Sydney, New South Wales, Australia. Interviews were digitally recorded and transcribed. Transcripts were initially classified as adherent or nonadherent and thematic analysis was used to identify dominant themes. Adherent behavior was reported by 59% (n = 17) of participants. Several themes influenced adherence including routine, fear of HBV-related disease progression, clinician-patient communication, treatment knowledge, and forgetfulness. To our knowledge, this is the first qualitative study to explore adherence to HBV antiviral therapy. An interplay of several dominant themes emerged from our data including fear of chronic HBV disease progression, clinician-patient communication, treatment knowledge, routine, and forgetfulness. Study findings have the potential to change nursing clinical practice, especially the way nurses and other clinicians target key HBV treatment messages and education, while monitoring adherence."
3236,0.011,11.0,"The value of CD4 lymphocyte counts as a surrogate marker in persons with advanced human immunodeficiency virus infection during antiretroviral treatment was assessed using longitudinal models and data from the Terry Beirn Community Programs for Clinical Research on AIDS didanosine/zalcitabine trial of 467 HIV-infected patients. Patients with AIDS or two CD4 counts of < or = 300 who fulfilled specific criteria for zidovudine intolerance or failure were randomized to receive either 500 mg didanosine (ddl) daily or 2.25 mg zalcitabine (ddC) per day. Absolute CD4 counts were recorded at study entry and at as many as four visits. Patients were followed for clinical disease progression and survival. At 2 months, the difference in mean CD4 count from baseline was +15.4 cells/mm3 in the ddI group but -1.3 cells/mm3 in the ddC group. Patients assigned to ddI had a greater chance of a CD4 response at 2 months than those on ddC, yet only those in the ddC group with a response showed significant improvement in progression of disease or survival compared with ddC nonresponders, ddI responders, and ddI nonresponders (p = 0.03). We conclude that a CD4 response does not necessarily correlate with improved outcome and is therefore not a useful surrogate marker in these patients."
