Document Order,Normalized Frequency,Raw DF,Abstract
7098,0.066,66.0000,"Only some twenty years has passed since the first discovery of severe immunodeficiency among previously healthy homosexual men through the discovery of the causing virus and till the status today where the knowledge on the HIV virus and the pathogenic mechanisms induced by the virus are extensive, though still incomplete. Furthermore, steadily better treatments have been introduced at a paste that is probably without precedents. These processes have been fuelled by various molecular biological methods. The abilities to quantify viremia and to sequence virus and hence describe the evolution of the virus represent valuable tools for understanding the pathogenic processes. The current thesis describes some of the findings obtained. While it was initially thought that the virological profile mimicked the clinical with an acute infection followed for years by clinical latency and only after on average ten years signs of severe immunodeficiency, this understanding has been revised. There is no virological latency. The viral replication is on going throughout the infection. However, the virological profile does resemble the clinical. Viremia is high shortly after infection; hereafter declines, and stabilises around what has been termed the viral set point. This level of viremia is predictive of the clinical course of the infection. We have shown that the viremic levels, measured both as HIV RNA load and proviral DNA load, early in infection carry significant information about the course of the infection. It is; however, not only early viral loads that carry prognostic information, also viral load during late-stage infection is clinically informative. Viral load measurements have evolved as the major tool for monitoring the efficacy of antiretroviral therapy. HIV RNA has been shown to be a good surrogate marker for the clinical efficacy of antiretroviral treatment. How to use the measurements most optimally has however not been fully delineated. Various methods for describing virological response might yield different results, and it is recommended that the pros and cons of the various methods be investigated. In a cohort of patients who had obtained good virological suppression on antiretroviral therapy followed prospectively for two years we found that only few patients experienced high-grade viremia. Furthermore, baseline HIV DNA differed between the patients with various longitudinal HIV RNA profiles. The patients with the most pronounced HIV RNA suppression had lowest proviral load at baseline, with a clear gradient across the groups. The interplay between proviral load and treatment response deserves further investigations. Resistance can develop against all the available antiretrovirals. The high turnover rate of HIV along with the error-prone reverse transcriptase leads to the possibility of steady accumulation of resistance mutations if the viremic suppression is incomplete. While the interplay between viremia and resistance development is clear-cut for some antiretrovirals i.e. Lamivudine, the pattern is more complex for i.e. Zidovudine. With the availability of assays for resistances testing the knowledge on this issue has been ever evolving. How to use resistance testing in the clinical monitoring of patients remains to be clarified. Resistance testing can aid in the process of choosing salvage therapy for patients experiencing virological failure. Whether resistance testing will be of clinical benefit in other situations remains to be determined. Investigation of the viral sequences and evolution herein has not only been used for resistance analyses, but also for tracing the spread of the infection. HIV-1 exists in many subtypes, with various geographic distributions. Hence subtype analyses have been used to investigate the introduction and spread of the HIV infection into many countries. Phylogenetic analyses have also been used to investigate nosocomial transmission events. We used analyses of env and gag sequences to trace a case of nosocomial infection at the Department of Infectious Diseases, Rigshospitalet, Denmark. The study underlines the importance of steady awareness of the infection control precautions and possible breaks herein. The usefulness of this type of analyses was confirmed. In the early years of the AIDS epidemic various replicative patterns were described. Virus obtained from patients with late-stage infection often had virus that could induce syncytium formation (SI) when cultured, while virus obtained from patients in the early stages of infection did not have this ability. A correlation between the SI ability and the ability to yield high virus titres rapidly as well as the ability to establish infection in certain cell lines was found. Patients infected with SI virus experience more rapid clinical deterioration. We found that patients harbouring SI virus have HIV RNA loads no different from patients harbouring NSI virus. This is in line with the findings of other groups. Though patients harbouring SI virus had a more rapid development of resistance when treated with nucleoside reserve transcriptase inhibitor (NRTI's) monotherapy, this was not the case when treated with highly active antiretroviral therapy (HAART). HAART is today considered the treatment modality of choice; both for established HIV-infection and in cases where post exposure prophylaxis (PEP) is given in order to prevent establishment of infection after exposure. In a case of transfusion of HIV-contaminated though HIV antibody negative blood the recipient was treated with HAART. As the risk of infection is close to 100% under these circumstances the fact that the recipient remained uninfected is probably attributable to the prompt initiation and thorough maintenance of PEP. PEP is recommended to health care workers after percutaneous HIV exposure as well as after sexual exposure. Even with NRTI monotherapy PEP has been shown to be efficacious. While the explanation for the dichotomy (SI vs. NSI) was for many years unresolved, it is now known that this is due to the requirements of the virus for different co-receptors for cell entry. SI virus uses mainly CXCR4 while NSI virus uses CCR5. Being heterozygous for a 32 basepair deletion in the gene encoding CCR5 leads to slower disease progression. We have shown that heterozygotes have lower HIV RNA levels in the early years of the infection, possibly explaining the clinical advantage of having the deletion. HIV replicates in activated cells, and there is an intriguing interplay between HIV replication and immune activation. HIV-infected patients have elevated levels of immunoglobulins. HIV induces polygonal immunoglobulin production. We found that patients experiencing good virological suppression of HAART had lower IgA levels than patients with less complete viral suppression. Whether IgA can be used as a marker for imminent viral break-through remains to be determined. The full understanding of the interplay between immune activation and HIV replication awaits further studies. The finding of increased viremia in conjunction with acute bacterial or viral infection led to concerns about the safety of vaccinating HIV-infected patients against influenza and pneumococcal infection. We found no difference in HIV RNA levels measured before and median 42 days after anti-pneumococcal vaccination. This is in line with many other studies showing either no or only transient increases in viremia. In conclusion, the knowledge on HIV virology has expanded tremendously. This has led to significant improvements in treatments in the Western World leading to declines in HIV morbidity and mortality. The ability to quantify viral load and to perform sequence analyses represent valuable tools both for understanding the pathogenic actions of the virus and for the clinical monitoring of HIV-infected patients. The optimal usage of these tools in the clinical setting, however, still remains to be defined. The progresses obtained have unfortunately been restricted to the Western World and the calamities of HIV is spreading and worsening in the Developing World. The progress in the development of a vaccine has been disappointing and it is urgently necessary that the progresses obtained within the fields of prevention and treatment are translated into useful strategies in the parts of the world mostly affected by the HIV pandemic."
5542,0.023,23.0000,"Introduction of antiretroviral combination therapy has profoundly altered both the course and prognosis of the disease in HIV-infected persons. Indeed, protease inhibitor-containing antiretroviral combination therapy dramatically decreased morbidity and mortality and improved quality of life of HIV-infected persons. Recent data, however, have raised concerns that antiretroviral combination therapy is associated with premature manifestation of coronary artery disease. In particular, protease inhibitors have been linked to metabolic changes such as insulin resistance, abnormalities in lipid metabolism and lipodystrophy and increased coronary artery calcification. Previous studies have reached conflicting conclusions whether the incidence of myocardial infarction is indeed increased in this patient population. The most substantial database has recently been provided by the D:A:D study group who demonstrated an increased incidence of myocardial infarction in HIV-infected persons on protease inhibitors or non-nucleoside reverse transcriptase inhibitor-containing therapy in a prospective observational cohort study. Much about the mechanisms involved leading to this finding remain elusive. Surrogate markers such as endothelial function may help to delineate potential mechanisms. Endothelial dysfunction is a key event in the initiation and progression of atherosclerotic vascular disease. It is characterized by decreased nitric oxide (NO) bioavailability. Furthermore endothelial ""activation"" leading to a pro-inflammatory, proliferative and prothrombotic state of the endothelium occurs. The observed accelerated atherosclerosis could either be caused by the virus infection itself or by a side effect of antiretroviral therapy, protease inhibitors in particular. Experimental studies demonstrate a direct impact of viral components (gp120, TAT) on the endothelium, as they lead to expression of adhesion molecules (intercellular adhesion molecule [ICAM], E-selectin), a prothrombotic state (increase of von Willebrand factor, plasminogen activator inhibitor-[PAI-]1, tissue plasminogen activator [t-PA], tissue factor). In addition, soluble adhesion molecules (sE-selectin, ICAM) were found to be increased in HIV-infected persons. Impaired flow-mediated dilation can already be detected in HIV-infected children, independent of antiretroviral therapy. Another study showed a correlation between viral load and flow-mediated dilation, supporting the notion of infection/inflammation as a contributor to endothelial dysfunction. The influence of protease inhibitor therapy on the endothelium was investigated in several studies in vitro and in vivo. In experimental studies certain protease inhibitors downregulated eNOS expression, and induced CD36 scavenger receptor expression. Furthermore, apoptosis, radical oxygen species (ROS), proliferation of vascular smooth muscle cells and endothelin-1 were found to be increased. There is conflicting evidence about adhesion molecules, as some investigators detected a decrease by therapy, others did not see an effect. In clinical studies all but one investigator found endothelial function to be impaired in HIV-infected persons on protease inhibitor-containing regimens. An important study to underline the hypothesis of a link between protease inhibitor therapy comes from Dubé et al. showing that in healthy volunteers, indinavir caused impaired endothelial-dependent vasodilation after 4 weeks. In a wide variety of clinical conditions lipid-lowering therapy using statins has shown to improve endothelial function as well as hard clinical endpoints. Drug interactions caused by common metabolism of protease inhibitors and most statins by the P450 3A4 pathway limit the use of these drugs it this setting. Pravastatin, which is being metabolized independently of P450 enzymes, was tested in several studies. In one study a trend toward improvement of endothelial function was observed. In an own similar study the authors recently provided evidence of a significant improvement of endothelium-dependent vasodilation in 30 HIV-infected persons. These studies support current guidelines of treating protease inhibitor-associated dyslipidemia with statins, preferably pravastatin.. Many questions remain unanswered in the context of antiretroviral therapy and cardiovascular risk. Results gained from research of endothelial function have served to delineate certain potential mechanisms, much work is yet to be done."
6125,0.012,12.0000,"Increased coronary heart disease risk in HIV-positive patients using antiretroviral therapy (ART) has been a controversial topic since 1998 when the dyslipidaemic effect of protease inhibitors (PIs) was recognised. Accumulating evidence suggests an association between ART and increased coronary heart disease risk. In 2003, the large, prospective D:A:D (Data Collection on Adverse Events of Anti-HIV Drugs) study reported a 26% relative increase in the rate of myocardial infarction per year of exposure during the first 4-6 years of use. As the HIV-population grows older, infectious disease specialists have to consider unfamiliar areas of internal medicine such as lipid-lowering therapy and smoking cessation. Moreover, the ART regimen itself may be a modifiable risk factor, as there are both class differences and within-class differences in the tendency to increase lipids. Most nucleoside reverse transcriptase inhibitors (NRTIs), including the newer agents tenofovir disoproxil fumarate and emtricitabine, have little or no effect on lipid levels or glucose metabolism. One exception is the highly effective NRTI stavudine, which has a dyslipidaemic profile and a negative effect on glucose metabolism. In contrast the non-nucleoside reverse transcriptase inhibitor nevirapine may increase the 'good cholesterol' high-density lipoprotein (HDL) cholesterol and thus reduce the total cholesterol : HDL cholesterol index. Most of the PIs have some dyslipidaemic effect, especially ritonavir (alone or in combination with other PIs), fosamprenavir and the novel PI tipranavir. Only atazanavir, and to some extent saquinavir, seem to have little effect on lipid levels and glucose metabolism. Studies on blood pressure in HIV-positive patients have been contradictory. Apart from a recent report from the D:A:D study where lower blood pressure was found in patients receiving NNRTIs, the influence of the individual drugs on blood pressure is unknown. When hypertension is detected in a HIV-positive patient, creatinine clearance (CL(CR)) should be calculated and the urine checked for proteinuria. When CL(CR) is <30 mL/min, tenofovir disoproxil fumarate is not recommended. Many hypertensive HIV-positive patients have proteinuria and an ACE inhibitor or an angiotensin II receptor antagonist is a better choice than a thiazide diuretic or calcium channel antagonist in these patients. In addition, physicians treating patients with ART should be especially aware of the long list of possible interactions between PIs and anti-hypertensive- and lipid-lowering drugs. This review discusses important clinical aspects of treating middle-aged HIV-positive patients who have an increased risk of experiencing a cardiovascular event."
4038,0.009,9.0000,"Pegylated-IFN and ribavirin remains the current treatment for chronic HCV infection in patients co-infected with HIV-1, but this regimen has low efficacy rates, particularly for HCV genotype 1/4 infection, has severe side effects and is extremely costly. Therefore, accurate prediction of treatment response is urgently required. We have recently shown that the NK cell gene, KIR2DS3 and a SNP associated with the IL28B gene synergise to increase the risk of chronic infection in primary HCV mono-infected patients. Identification of SNPs associated with the IL28B gene has also proven very powerful for predicting patient response to treatment. Patients co-infected with HIV-1 are of particular concern given they respond less well to HCV treatment, have more side effects and suffer a more rapid liver disease progression. In this study, we examined both IL28B and KIR2DS3 for their ability to predict treatment response in a cohort of HIV-1/HCV co-infected patients attending two treatment centres in Europe. We found that variation in both host genetic risk factors, IL28B and KIR2DS3, was strongly associated with sustained virological response (SVR) to treatment in our co-infected cohort (n = 149). The majority of patients who achieved a rapid virological response (RVR) achieved a SVR. However, it is currently impossible to predict treatment outcome in patients who fail to achieve an RVR. In our cohort, the presence of host genetic risk factors, IL28B-T and KIR2DS3 alleles, resulted in increased odds of treatment failure in these RVR negative patients (n = 88). Our data suggests that testing for host genetic factors will improve predicting treatment responsiveness in the clinical management of co-infected patients, and provides further evidence of the importance of the innate immune system in the immune response to HCV. "
6847,0.009,9.0000,"Children and adolescents are at risk for human immunodeficiency virus (HIV) infection. Transmission occurs through perinatal exposures, injecting drug use, consensual and nonconsensual sex, needle-stick and sharp injuries, and possibly some unusual contacts. Youth engaging in high-risk sexual activities are especially endangered. Half of the estimated worldwide 5.3 million new HIV infections occur in adolescents and young adults aged 15 to 24. Of 20 000 known new adult and adolescent cases in the United States, 25% involve 13- to 21-year-olds. More than 1.4 million children worldwide (aged 15 and younger) are believed to be infected, and >1640 new cases are diagnosed daily. Of the 432 000 people reported to be living with HIV or acquired immunodeficiency syndrome (AIDS) in the United States, 5575 are children under 13. HIV postexposure prophylaxis (PEP) is a form of secondary HIV prevention that may reduce the incidence of HIV infections. HIV PEP is commonly conceived of as 2 types: occupational and nonoccupational. Occupational HIV PEP is an accepted form of therapy for health care workers exposed to HIV through their jobs. A landmark study of healthcare workers concluded that occupational HIV PEP may be efficacious. Well-established US national guidelines for occupational HIV PEP exist for this at-risk population. Nonoccupational HIV PEP includes all other forms of HIV PEP, such as that given after sexual assault and consensual sex, injecting drug use, and needle-stick and sharp injuries in non-health care persons. Pediatric HIV PEP is typically the nonoccupational type. The efficacy of nonoccupational HIV PEP is unknown. The presumed efficacy is based on a collection of animal and human data concerning occupational, perinatal, and nonoccupational exposures to HIV. In contrast to occupational HIV PEP, there are no national US guidelines for nonoccupational HIV PEP, and few recommendations are available for its use for adolescents and children. Regardless of this absence, there is encouraging evidence supporting the value of HIV PEP in its various forms in pediatrics. Although unproven, the presumed mechanism for HIV PEP comes from animal and human work suggesting that shortly after an exposure to HIV, a window period exists during which the viral load is small enough to be controlled by the body's immune system. Antiretroviral medications given during this period may help to diminish or end viral replication, thereby reducing the viral inoculum to a more potentially manageable target for the host's defenses. HIV PEP is accepted practice in the perinatal setting and for health care workers with occupational injuries. The medical literature supports prescribing HIV PEP after community needle-stick and sharp injuries and after sexual assault from sources known or likely to be HIV-infected. HIV PEP after consensual unprotected intercourse between HIV sero-opposite partners has had growing use in the adult population, and can probably be utilized for children and adolescents. There is less documented experience and support for HIV PEP after consensual unprotected intercourse between partners of unknown HIV status, after prolonged or multiple episodes of sexual abuse from an assailant of unknown HIV status, after bites, and after the sharing of personal hygiene items or exposure to wounds of HIV-infected individuals. There are no formal guidelines for HIV PEP in adolescents and children. A few groups have commented on its provision in pediatrics, and some preliminary studies have been released. Our article provides a discussion of the data available on HIV transmission and HIV PEP in pediatrics. In our article, we propose an HIV PEP approach for adolescents and children. We recommend a stratified regimen, based on the work of Gerberding and Katz and other authors, that attempts to match seroconversion risk with an appropriate number of medications, while taking into account adverse side-effects and the amount of information that is typically available upon initial presentation. Twice daily regimens should be used when possible, and may improve compliance. HIV PEP should be administered within 1 hour of exposure. We strongly recommend that physicians trained in this form of therapy review the indications for HIV PEP within 72 hours of its provision. We advocate that due diligence in determining level of risk and appropriateness of drug selection be conducted as soon as possible after an exposure has occurred. When such information is not immediately available, we recommend the rapid treatment using the maximum level of care followed by careful investigation and reconsideration in follow-up or whenever possible. HIV PEP may be initiated provisionally after an exposure and then discontinued if the exposure source is confirmed to not be HIV-infected. In most cases, consultations with the experts in HIV care can occur after the rapid start of therapy. (ABSTRACT TRUNCATED)"
9217,0.008,8.0000,"Indinavir is a protease inhibitor used in the treatment of patients with HIV infection. Combination antiretroviral therapy with indinavir plus 2 nucleoside reverse transcriptase inhibitors (NRTIs) is associated with greater reductions in viral load, greater increases in CD4+ cell counts, and reduced morbidity and mortality when compared with 2 NRTIs alone. In the landmark clinical trial ACTG 320, the rate of progression to AIDS or death (primary end-point) among zidovudine-experienced patients treated with indinavir, zidovudine and lamivudine was approximately half that of patients who received only zidovudine plus lamivudine (6 vs 11%; p < 0.001). The durability of an indinavir-containing regimen was demonstrated in Merck protocol 035, an ongoing trial in which a significant proportion of patients had sustained viral suppression for up to 3 years. Merck protocol 039, also an ongoing trial, showed a greater effect on surrogate markers of HIV disease progression with indinavir-based triple therapy than with zidovudine plus lamivudine or indinavir monotherapy in patients with advanced disease (median baseline CD4+ count 15 cells/microL). Numerous additional clinical trials have established the beneficial antiviral and immunological effects of indinavir in both antiretroviral-naive and -experienced patients with HIV infection. Indinavir is associated with various drug class-related adverse events, including gastrointestinal disturbances (e.g. nausea, diarrhoea), headache and asthenia/fatigue. A lipodystrophy syndrome has been commonly reported with indinavir and other protease inhibitors combined with NRTIs, but it has also been reported in many protease inhibitor-naive patients, and a definitive causal link has not been established between the syndrome and protease inhibitors. Nephrolithiasis may develop in about 9% of patients receiving indinavir but does not appear to be associated with other protease inhibitors; <0.5% of patients receiving indinavir discontinue the drug because of nephrolithiasis, which may be the extreme end of a continuum of crystal-related renal syndromes. Additional renal problems (e.g. nephropathy) have been reported in small numbers of patients receiving indinavir. In summary, indinavir is a protease inhibitor with well documented efficacy when used as part of combined therapy in patients with HIV infection. Both US and UK treatment guidelines continue to recommend protease inhibitor-based regimens including indinavir as a first-line option. Indinavir is being studied as a twice daily and once daily regimen with a low dosage of ritonavir as a way to alleviate tolerability, drug interaction and patient compliance/adherence issues. Indinavir-containing triple therapy has demonstrated positive effects not only on surrogate markers of disease progression, but also on clinical end-points of mortality and morbidity in patients with HIV disease. Protease inhibitors are a significant advance in the care of patients with HIV infection, and, in an era of evidence-based medicine, indinavir represents an important component of antiretroviral treatment strategies."
6919,0.008,8.0000,"This consensus document has been prepared by a panel consisting of members of the AIDS Study Group (Gesida) and the Spanish Secretariat for the National Plan on AIDS (SPNS) after reviewing the efficacy and safety results of clinical trials, cohort and pharmacokinetic studies published in medical journals, or presented in medical scientific meetings. Gesida has prepared an objective and structured method to prioritise combined antiretroviral treatment (cART) in naïve patients. Recommendations strength (A, B, C) and the evidence which supports them (I, II, III) are based on a modification of the Infectious Diseases Society of America criteria. The current antiretroviral treatment (ART) of choice for chronic HIV infection is the combination of three drugs. ART is recommended in patients with symptomatic HIV infection, in pregnancy, in serodiscordant couples with high transmission risk, hepatitis B fulfilling treatment criteria, and HIV nephropathy. Guidelines on ART treatment in patients with concurrent diagnosis of HIV infection and an opportunistic type C infection are included. In asymptomatic patients ART is recommended on the basis of CD4 lymphocyte counts, plasma viral load and patient co-morbidities, as follows: 1) therapy should be started in patients with CD4 counts <350 cells/μL; 2) when CD4 counts are between 350 and 500 cells/μL, therapy will be recommended and only delayed if patient is reluctant to take it, the CD4 are stabilised, and the plasma viral load is low; 3) therapy could be deferred when CD4 counts are above 500 cells/μL, but should be considered in cases of cirrhosis, chronic hepatitis C, high cardiovascular risk, plasma viral load >10(5) copies/mL, proportion of CD4 cells <14%, and in people aged >55 years. ART should include 2 reverse transcriptase inhibitors nucleoside analogues and a third drug (non-analogue reverse transcriptase inhibitor, ritonavir boosted protease inhibitor or integrase inhibitor). The panel has consensually selected and given priority to using the Gesida score for some drug combinations, some of them co-formulated. The objective of ART is to achieve an undetectable viral load. Adherence to therapy plays an essential role in maintaining antiviral response. Therapeutic options are limited after ART failures, but an undetectable viral load may be possible nowadays. Adverse events are a fading problem of ART. Guidelines in acute HIV infection, in women, in pregnancy, and to prevent mother-to-child transmission and pre- and post-exposition prophylaxis are commented upon. Management of hepatitis B or C co-infection, other co-morbidities, and the characteristics of ART in HIV-2 infection are included."
619,0.007,7.0000,"The introduction of enfuvirtide (FUZEON) represents an important advance in the treatment of therapy-experienced patients with HIV-1 infection. However, parenteral self-administration, and the advanced disease and antiretroviral experience of patients currently most needing enfuvirtide introduce unique usage considerations. Enfuvirtide has been shown to provide clinically relevant improvements in CD4 cell counts and reductions in HIV viraemia across all subgroups of treatment-experienced patients studied, including those taking few or no other active drugs. However, optimal outcome results from initiation when the CD4 cell count is above 100 x 10(6) cells/l and viraemia below 1 x 10(5) copies/ml, as part of a newly constructed third or fourth antiretroviral regimen in combination with one or two other antiretrovirals to which the virus remains sensitive. Resistance testing should be used where available to guide background drug selection. Where insufficient options for an effective background exist, enfuvirtide should still be considered and treatment undertaken with the aim of achieving an immunological or clinical response, despite the unlikelihood of a sustained virological outcome. Similarly, where there is no viable alternative treatment, enfuvirtide should be continued following virological failure wherever ongoing immunological or clinical benefit is discerned. Injection site reactions (ISRs) are common on enfuvirtide and will affect almost all patients. ISRs are manageable and seldom activity- or treatment-limiting. Bacterial pneumonia and systemic hypersensitivity reactions have also been reported uncommonly. A structured series of patient visits with a healthcare professional provides an atmosphere of ongoing training and support that may prevent 'injection fatigue', maintain adherence and minimise the incidence of ISRs. An initial investment in establishing such procedures can be expected to yield significant returns in patient confidence and benefit on enfuvirtide."
7661,0.007,7.0000,"The availability of an increasing number of antiretroviral agents and the rapid evolution of new information have introduced substantial complexity into treatment regimens for persons infected with human immunodeficiency virus (HIV). In 1996, the Department of Health and Human Services and the Henry J. Kaiser Family Foundation convened the Panel on Clinical Practices for the Treatment of HIV to develop guidelines for clinical management of HIV-infected adults and adolescents (CDC. Report of the NIH Panel To Define Principles of Therapy of HIV Infection and Guidelines for the use of antiretroviral agents in HIV-infected adults and adolescents. MMWR. 1998;47[RR-5]:1-41). This report, which updates the 1998 guidelines, addresses 1) using testing for plasma HIV ribonucleic acid levels (i.e., viral load) and CD4+ T cell count; 2) using testing for antiretroviral drug resistance; 3) considerations for when to initiate therapy; 4) adherence to antiretroviral therapy; 5) considerations for therapy among patients with advanced disease; 6) therapy-related adverse events; 7) interruption of therapy; 8) considerations for changing therapy and available therapeutic options; 9) treatment for acute HIV infection; 10) considerations for antiretroviral therapy among adolescents; 11) considerations for antiretroviral therapy among pregnant women; and 12) concerns related to transmission of HIV to others. Antiretroviral regimens are complex, have serious side effects, pose difficulty with adherence, and carry serious potential consequences from the development of viral resistance because of nonadherence to the drug regimen or suboptimal levels of antiretroviral agents. Patient education and involvement in therapeutic decisions are critical. Treatment should usually be offered to all patients with symptoms ascribed to HIV infection. Recommendations for offering antiretroviral therapy among asymptomatic patients require analysis of real and potential risks and benefits. In general, treatment should be offered to persons who have <350 CD4+ T cells/mm3 or plasma HIV ribonucleic acid (RNA) levels of >55,000 copies/mL (by b-deoxyribonucleic acid [bDNA] or reverse transcriptase-polymerase chain reaction [RT-PCR] assays). The recommendation to treat asymptomatic patients should be based on the willingness and readiness of the person to begin therapy; the degree of existing immunodeficiency as determined by the CD4+ T cell count; the risk for disease progression as determined by the CD4+ T cell count and level of plasma HIV RNA; the potential benefits and risks of initiating therapy in an asymptomatic person; and the likelihood, after counseling and education, of adherence to the prescribed treatment regimen. Treatment goals should be maximal and durable suppression of viral load, restoration and preservation of immunologic function, improvement of quality of life, and reduction of HIV-related morbidity and mortality. Results of therapy are evaluated through plasma HIV RNA levels, which are expected to indicate a 1.0 log10 decrease at 2-8 weeks and no detectable virus (<50 copies/mL) at 4-6 months after treatment initiation. Failure of therapy at 4-6 months might be ascribed to nonadherence, inadequate potency of drugs or suboptimal levels of antiretroviral agents, viral resistance, and other factors that are poorly understood. Patients whose therapy fails in spite of a high level of adherence to the regimen should have their regimen changed; this change should be guided by a thorough drug treatment history and the results of drug-resistance testing. Because of limitations in the available alternative antiretroviral regimens that have documented efficacy, optimal changes in therapy might be difficult to achieve for patients in whom the preferred regimen has failed. These decisions are further confounded by problems with adherence, toxicity, and resistance. For certain patients, participating in a clinical trial with or without access to new drugs or using a regimen that might not achieve complete suppression of viral replicatioing a regimen that might not achieve complete suppression of viral replication might be preferable. Because concepts regarding HIV management are evolving rapidly, readers should check regularly for additional information and updates at the HIV/AIDS Treatment Information Service website ( http://www.hivatis.org )."
9794,0.007,7.0000,"Viral liver diseases are frequent comorbidities and major contributors to death in HIV-positive individuals on antiretroviral therapy. Although cure of hepatitis C and control of hepatitis B with antivirals avert liver disease progression in most HIV-coinfected patients, the lack of satisfactory treatment for hepatitis delta virus (HDV) infection remains a major threat for developing cirrhosis and liver cancer in this population. In the European Union (EU) and North America, sexual contact has replaced injection drug use that has been the major transmission route for HDV in HIV-positive persons. PegIFNα is the only approved HDV therapy; however, sustained HDV-RNA clearance is achieved by less than 25%. The recent discovery of sodium taurocholate cotransporting polypeptide as the key hepatitis B virus (HBV) and HDV cell entry receptor has opened the door to a new therapeutic era. Indeed, promising results have been released using Myrcludex-B, a sodium taurocholate cotransporting polypeptide inhibitor. More encouraging are data with new classes of HDV blockers, such as prenylation inhibitors (i.e. lonafarnib) and nucleic acid polymers. At this time, sustained suppression of HDV replication is the primary goal of HDV therapy, as it is associated with normalization of liver enzymes and histological improvement. Of note, the use of specific antivirals for HDV must be given along with anti-HBV agents to prevent HBV rebounds following removal of viral interference. The lack of persistent forms of HDV-RNA could provide a unique opportunity for curing hepatitis delta, even without eliminating HBV circular covalently closed DNA. Ultimately, suppression of HDV replication along with hepatitis B surface antigen clearance once drugs are off would be the best reflect of hepatitis delta cure."
