Document Order,Normalized Frequency,Raw DF,Abstract
7098,0.03333333333333333,20.0000,"Only some twenty years has passed since the first discovery of severe immunodeficiency among previously healthy homosexual men through the discovery of the causing virus and till the status today where the knowledge on the HIV virus and the pathogenic mechanisms induced by the virus are extensive, though still incomplete. Furthermore, steadily better treatments have been introduced at a paste that is probably without precedents. These processes have been fuelled by various molecular biological methods. The abilities to quantify viremia and to sequence virus and hence describe the evolution of the virus represent valuable tools for understanding the pathogenic processes. The current thesis describes some of the findings obtained. While it was initially thought that the virological profile mimicked the clinical with an acute infection followed for years by clinical latency and only after on average ten years signs of severe immunodeficiency, this understanding has been revised. There is no virological latency. The viral replication is on going throughout the infection. However, the virological profile does resemble the clinical. Viremia is high shortly after infection; hereafter declines, and stabilises around what has been termed the viral set point. This level of viremia is predictive of the clinical course of the infection. We have shown that the viremic levels, measured both as HIV RNA load and proviral DNA load, early in infection carry significant information about the course of the infection. It is; however, not only early viral loads that carry prognostic information, also viral load during late-stage infection is clinically informative. Viral load measurements have evolved as the major tool for monitoring the efficacy of antiretroviral therapy. HIV RNA has been shown to be a good surrogate marker for the clinical efficacy of antiretroviral treatment. How to use the measurements most optimally has however not been fully delineated. Various methods for describing virological response might yield different results, and it is recommended that the pros and cons of the various methods be investigated. In a cohort of patients who had obtained good virological suppression on antiretroviral therapy followed prospectively for two years we found that only few patients experienced high-grade viremia. Furthermore, baseline HIV DNA differed between the patients with various longitudinal HIV RNA profiles. The patients with the most pronounced HIV RNA suppression had lowest proviral load at baseline, with a clear gradient across the groups. The interplay between proviral load and treatment response deserves further investigations. Resistance can develop against all the available antiretrovirals. The high turnover rate of HIV along with the error-prone reverse transcriptase leads to the possibility of steady accumulation of resistance mutations if the viremic suppression is incomplete. While the interplay between viremia and resistance development is clear-cut for some antiretrovirals i.e. Lamivudine, the pattern is more complex for i.e. Zidovudine. With the availability of assays for resistances testing the knowledge on this issue has been ever evolving. How to use resistance testing in the clinical monitoring of patients remains to be clarified. Resistance testing can aid in the process of choosing salvage therapy for patients experiencing virological failure. Whether resistance testing will be of clinical benefit in other situations remains to be determined. Investigation of the viral sequences and evolution herein has not only been used for resistance analyses, but also for tracing the spread of the infection. HIV-1 exists in many subtypes, with various geographic distributions. Hence subtype analyses have been used to investigate the introduction and spread of the HIV infection into many countries. Phylogenetic analyses have also been used to investigate nosocomial transmission events. We used analyses of env and gag sequences to trace a case of nosocomial infection at the Department of Infectious Diseases, Rigshospitalet, Denmark. The study underlines the importance of steady awareness of the infection control precautions and possible breaks herein. The usefulness of this type of analyses was confirmed. In the early years of the AIDS epidemic various replicative patterns were described. Virus obtained from patients with late-stage infection often had virus that could induce syncytium formation (SI) when cultured, while virus obtained from patients in the early stages of infection did not have this ability. A correlation between the SI ability and the ability to yield high virus titres rapidly as well as the ability to establish infection in certain cell lines was found. Patients infected with SI virus experience more rapid clinical deterioration. We found that patients harbouring SI virus have HIV RNA loads no different from patients harbouring NSI virus. This is in line with the findings of other groups. Though patients harbouring SI virus had a more rapid development of resistance when treated with nucleoside reserve transcriptase inhibitor (NRTI's) monotherapy, this was not the case when treated with highly active antiretroviral therapy (HAART). HAART is today considered the treatment modality of choice; both for established HIV-infection and in cases where post exposure prophylaxis (PEP) is given in order to prevent establishment of infection after exposure. In a case of transfusion of HIV-contaminated though HIV antibody negative blood the recipient was treated with HAART. As the risk of infection is close to 100% under these circumstances the fact that the recipient remained uninfected is probably attributable to the prompt initiation and thorough maintenance of PEP. PEP is recommended to health care workers after percutaneous HIV exposure as well as after sexual exposure. Even with NRTI monotherapy PEP has been shown to be efficacious. While the explanation for the dichotomy (SI vs. NSI) was for many years unresolved, it is now known that this is due to the requirements of the virus for different co-receptors for cell entry. SI virus uses mainly CXCR4 while NSI virus uses CCR5. Being heterozygous for a 32 basepair deletion in the gene encoding CCR5 leads to slower disease progression. We have shown that heterozygotes have lower HIV RNA levels in the early years of the infection, possibly explaining the clinical advantage of having the deletion. HIV replicates in activated cells, and there is an intriguing interplay between HIV replication and immune activation. HIV-infected patients have elevated levels of immunoglobulins. HIV induces polygonal immunoglobulin production. We found that patients experiencing good virological suppression of HAART had lower IgA levels than patients with less complete viral suppression. Whether IgA can be used as a marker for imminent viral break-through remains to be determined. The full understanding of the interplay between immune activation and HIV replication awaits further studies. The finding of increased viremia in conjunction with acute bacterial or viral infection led to concerns about the safety of vaccinating HIV-infected patients against influenza and pneumococcal infection. We found no difference in HIV RNA levels measured before and median 42 days after anti-pneumococcal vaccination. This is in line with many other studies showing either no or only transient increases in viremia. In conclusion, the knowledge on HIV virology has expanded tremendously. This has led to significant improvements in treatments in the Western World leading to declines in HIV morbidity and mortality. The ability to quantify viral load and to perform sequence analyses represent valuable tools both for understanding the pathogenic actions of the virus and for the clinical monitoring of HIV-infected patients. The optimal usage of these tools in the clinical setting, however, still remains to be defined. The progresses obtained have unfortunately been restricted to the Western World and the calamities of HIV is spreading and worsening in the Developing World. The progress in the development of a vaccine has been disappointing and it is urgently necessary that the progresses obtained within the fields of prevention and treatment are translated into useful strategies in the parts of the world mostly affected by the HIV pandemic."
5542,0.021666666666666667,13.0000,"Introduction of antiretroviral combination therapy has profoundly altered both the course and prognosis of the disease in HIV-infected persons. Indeed, protease inhibitor-containing antiretroviral combination therapy dramatically decreased morbidity and mortality and improved quality of life of HIV-infected persons. Recent data, however, have raised concerns that antiretroviral combination therapy is associated with premature manifestation of coronary artery disease. In particular, protease inhibitors have been linked to metabolic changes such as insulin resistance, abnormalities in lipid metabolism and lipodystrophy and increased coronary artery calcification. Previous studies have reached conflicting conclusions whether the incidence of myocardial infarction is indeed increased in this patient population. The most substantial database has recently been provided by the D:A:D study group who demonstrated an increased incidence of myocardial infarction in HIV-infected persons on protease inhibitors or non-nucleoside reverse transcriptase inhibitor-containing therapy in a prospective observational cohort study. Much about the mechanisms involved leading to this finding remain elusive. Surrogate markers such as endothelial function may help to delineate potential mechanisms. Endothelial dysfunction is a key event in the initiation and progression of atherosclerotic vascular disease. It is characterized by decreased nitric oxide (NO) bioavailability. Furthermore endothelial ""activation"" leading to a pro-inflammatory, proliferative and prothrombotic state of the endothelium occurs. The observed accelerated atherosclerosis could either be caused by the virus infection itself or by a side effect of antiretroviral therapy, protease inhibitors in particular. Experimental studies demonstrate a direct impact of viral components (gp120, TAT) on the endothelium, as they lead to expression of adhesion molecules (intercellular adhesion molecule [ICAM], E-selectin), a prothrombotic state (increase of von Willebrand factor, plasminogen activator inhibitor-[PAI-]1, tissue plasminogen activator [t-PA], tissue factor). In addition, soluble adhesion molecules (sE-selectin, ICAM) were found to be increased in HIV-infected persons. Impaired flow-mediated dilation can already be detected in HIV-infected children, independent of antiretroviral therapy. Another study showed a correlation between viral load and flow-mediated dilation, supporting the notion of infection/inflammation as a contributor to endothelial dysfunction. The influence of protease inhibitor therapy on the endothelium was investigated in several studies in vitro and in vivo. In experimental studies certain protease inhibitors downregulated eNOS expression, and induced CD36 scavenger receptor expression. Furthermore, apoptosis, radical oxygen species (ROS), proliferation of vascular smooth muscle cells and endothelin-1 were found to be increased. There is conflicting evidence about adhesion molecules, as some investigators detected a decrease by therapy, others did not see an effect. In clinical studies all but one investigator found endothelial function to be impaired in HIV-infected persons on protease inhibitor-containing regimens. An important study to underline the hypothesis of a link between protease inhibitor therapy comes from Dubé et al. showing that in healthy volunteers, indinavir caused impaired endothelial-dependent vasodilation after 4 weeks. In a wide variety of clinical conditions lipid-lowering therapy using statins has shown to improve endothelial function as well as hard clinical endpoints. Drug interactions caused by common metabolism of protease inhibitors and most statins by the P450 3A4 pathway limit the use of these drugs it this setting. Pravastatin, which is being metabolized independently of P450 enzymes, was tested in several studies. In one study a trend toward improvement of endothelial function was observed. In an own similar study the authors recently provided evidence of a significant improvement of endothelium-dependent vasodilation in 30 HIV-infected persons. These studies support current guidelines of treating protease inhibitor-associated dyslipidemia with statins, preferably pravastatin.. Many questions remain unanswered in the context of antiretroviral therapy and cardiovascular risk. Results gained from research of endothelial function have served to delineate certain potential mechanisms, much work is yet to be done."
1917,0.015,9.0000,"HIV-seropositive, active injection-drug users (IDUs), compared with other HIV populations, continue to have low rates of highly active antiretroviral therapy (HAART) use, contributing to disparities in their HIV health outcomes. We sought to identify individual-level, interpersonal, and structural factors associated with HAART use among active IDUs to inform comprehensive, contextually tailored intervention to improve the HAART use of IDUs. Prospective data from three semiannual assessments were combined, and logistic general estimating equations were used to identify variables associated with taking HAART 6 months later. Participants were a community sample of HIV-seropositive, active IDUs enrolled in the INSPIRE study, a U.S. multisite (Baltimore, Miami, New York, San Francisco) prevention intervention. The analytic sample included 1,225 observations, and comprised 62% males, 75% active drug users, 75% non-Hispanic blacks, and 55% with a CD4 count <350; 48% reported HAART use. Adjusted analyses indicated that the later HAART use of IDUs was independently predicted by patient-provider engagement, stable housing, medical coverage, and more HIV primary care visits. Significant individual factors included not currently using drugs and a positive attitude about HAART benefits even if using illicit drugs. Those who reported patient-centered interactions with their HIV primary care provider had a 45% greater odds of later HAART use, and those with stable housing had twofold greater odds. These findings suggest that interventions to improve the HIV treatment of IDUs and to reduce their HIV health disparities should be comprehensive, promoting better patient-provider engagement, stable housing, HAART education with regard to illicit drug use, and integration of drug-abuse treatment with HIV primary care."
1000,0.015,9.0000,"Golgi protein-73 (GP73) is upregulated in cancers and viral infections; however, its role in human immunodeficiency virus (HIV) and acquired immune deficiency syndrome (AIDS) remains undetermined. GP73 was evaluated as a biomarker of HIV progression and AIDS treatment efficacy. Forty-eight HIV patients (≤ 350 CD4 + T cells/μL) undergoing highly active antiretroviral therapy (HAART group) and 18 HIV patients expected to undergo HAART within 9 months (>350 CD4 + T cells/μL) (control group) were enrolled in a prospective, single center, cohort study from May 2009 to Jun 2012. Blood aspartate aminotransferase, alanine aminotransferase (ALT), cholesterol, triglycerides, and total bilirubin were assessed at baseline, 2 weeks, and 1, 3, 6, 9, and 12 months (HAART group) or 3 month intervals (control group). Serum HIV RNA level (viral load) was determined by reverse-transcriptase polymerase chain reaction (RT-PCR), and serum and peripheral blood mononuclear cell (PBMC) GP73 concentration were determined by chemiluminescent immunoassay kit and western blot, respectively. Significant positive and negative correlations in baseline serum GP73 concentration and HIV viral load (r = 0.39, P < 0.001) and CD4 + T cell count (r = -0.501, P < 0.001) were observed, respectively. In receiver operator characteristic (ROC) analysis, area under the curve (AUC) was 0.79 (95 % CI 0.66-0.92). The sensitivity and specificity of GP73 for correct identification of patients with ≤350 CD4 + T cells/μL were 76.09 and 75.0 %, respectively, with an ROC-derived cut-off of 100.6 ng/mL. For HIV patients undergoing antiretroviral therapy, GP73 may be a potential biomarker treatment efficacy useful in AIDS management."
2034,0.013333333333333334,8.0000,"Due to their shared transmission route, hepatitis B virus (HBV) or hepatitis C virus (HCV) co-infections can be observed in human immunodeficiency virus (HIV)-infected cases and are associated with more severe clinical courses. The detection of HBV DNA despite HBV surface antigen (HBsAg) seronegativity is defined as occult HBV infections. According to the current seroepidemiological data, Turkey is classified as an intermediate HBV, low HIV endemic region. Occult HBV infections have previously been reported from Turkey but has not been investigated previously in HIV infected cohorts. The aim of this study was to identify occult HBV infections in HIV-infected persons. Twenty-eight HIV-positive cases followed-up at Hacettepe University Hospital, Infectious Diseases Unit were included in the study after informed consent. For the detection of HBsAg, anti-HBs and anti-HCV, commercial ELISA tests (Architect System, Abbott Diagnostics, USA) were employed. Absolute CD4+ and CD8+ T-cell counts were determined via flow cytometry. HIV viral load was calculated via COBAS TaqMan HIV-1 Real-time PCR (Roche Diagnostics, USA) and the presence of HBV DNA was evaluated via COBAS TaqMan HBV Real-time PCR (Roche Diagnostics, USA), in addition to a nested PCR assay targeting HBV S gene. The mean age of the study group was 43.2 (range between 27-65) years, 64.3% (18/28) of them were males and the mean duration of HIV infection was 4.2 (2-11) years. Mean CD4+ ve CD8+ T-cell counts were 414 ± 267 cells/mm3 and 854 ± 293 cells/mm3, respectively. Twenty-six (92.8%) cases were under highly-active anti-retroviral therapy at the time of the study, 88.5% of which included HBV-active drugs (lamivudine or tenofovir). HIV RNA were found negative in 11 (39.3%) patients, of those nine (81.8%) were the cases who treated with HBV-active antiretroviral therapy. HBsAg were negative in all of the 28 patients, while the positivity rates of anti-HBs and anti-HCV were 39.3% (11/28) and 3.6% (1/28), respectively. All samples were negative for HBV DNA via the commercial real-time PCR and in-house nested PCR assays. The absence of occult HBV in the study group may indicate the absence of occult HBV or suppression of viral replication due to the anti-retroviral therapy. In conclusion, further large-scale studies are required to fully understand the impact of occult HBV in HIV-infected patients in Turkey."
2343,0.011666666666666667,7.0000,"Occult hepatitis B virus (HBV) infection is common in chronic hepatitis C patient. However, its significance and consequences are still unclear. The aim of this study was to evaluate the prevalence of occult HBV among HCV chronic carriers in France and to assess its impact on liver histology and response to antiviral therapy. To this end a cohort of 203 patients with chronic hepatitis C without hepatitis B surface antigen (HBsAg) has been examined. Serum HBV-DNA was detected using a highly sensitive PCR with primers located in the S and X genes. HBV viraemia levels were further determined by real-time PCR. Results showed that 47 of 203 (23%) patients had occult HBV infection with a low HBV load (10(2)-10(4) copies/ml) but significantly higher HCV-RNA titers (P < 0.05). No significant difference in age, gender, serum ALT level, HCV genotypes, and the presence of anti-HBc was observed between patients with or without HBV-DNA. When compared histologically, patients with occult HBV infection had higher activity (A2-A3 in 53% vs. 38%, P < 0.01) and more advanced fibrosis (60% vs. 33%, P < 0.001) than HBV-DNA negative cases. Sustained response to combination therapy against Chronic hepatitis C was achieved in 11 (28%) of 40 HBV-DNA positive cases, compared with 65 (45%) of the 144 HBV-DNA negative cases (P < 0.05). Among the 144 HBV-DNA negative HCV patients those with genotype 1 responded less frequently to therapy as compared to other genotypes infected patients (38% vs. 55%, P < 0.05). Surprisingly, when considering all patients studied, irrespective to the HBV-DNA status no significant difference was observed in response to combination therapy regarding HCV genotypes (39% vs. 44%, P > 0.05). In conclusion, HBV-DNA is found in 1/4 of French chronic hepatitis C patients regardless of the presence of anti-HBc. Such an occult HBV co-infection is associated with more severe liver disease, higher HCV viral load and decreased response to antiviral therapy irrespective of HCV genotypes."
6463,0.011666666666666667,7.0000,"Hepatitis B virus (HBV) antiviral therapies potentially suppress HBV viral load to an undetectable level reducing the risk of progressive liver disease and the development of HBV-related hepatocellular carcinoma. Adherence to antiviral therapies is imperative to achieve and maintain viral suppression. To date, there has been limited research on adherence to HBV therapies. Our study aimed to explore factors influencing adherence to antiviral therapy. A total of 29 participants consented to in-depth qualitative interviews at three outpatient clinics in Sydney, New South Wales, Australia. Interviews were digitally recorded and transcribed. Transcripts were initially classified as adherent or nonadherent and thematic analysis was used to identify dominant themes. Adherent behavior was reported by 59% (n = 17) of participants. Several themes influenced adherence including routine, fear of HBV-related disease progression, clinician-patient communication, treatment knowledge, and forgetfulness. To our knowledge, this is the first qualitative study to explore adherence to HBV antiviral therapy. An interplay of several dominant themes emerged from our data including fear of chronic HBV disease progression, clinician-patient communication, treatment knowledge, routine, and forgetfulness. Study findings have the potential to change nursing clinical practice, especially the way nurses and other clinicians target key HBV treatment messages and education, while monitoring adherence."
8461,0.011666666666666667,7.0000,"Chronic hepatitis B is widespread and represents an important cause of morbidity and mortality due to the evolution to cirrhosis and hepatocellular carcinoma. This study was designed to improve the national laboratory surveillance of hepatitis B virus (HBV) infection, focusing on genomic analysis of isolates from Romanian patients. Sera from ten patients with HBV were collected and analyzed. Phylogenetic analysis was conducted on a DNA fragment spanning almost the entire genome. The occurrence of mutations was assessed for each open reading frame in the viral genome. Phylogenetic analysis revealed five isolates belonging to genotype A (subgenotype A2) and other five clustering with genotype D strains (subgenotype D1). Two patients treated with lamivudine were found to carry isolates harboring rtM204V lamivudine resistance mutation. An HBV isolate displaying a lamivudine complex resistance pattern, rtM204I in conjunction with rtL180M and rtA200V, was found in a lamivudine naïve patient. All samples harbored sA105P substitution, usually found in HBIg therapy escape isolates. Three of the studied strains were simultaneously displaying T1753, T1762 and A1764 mutations which in vitro induce enhanced genome replication and reduction of HBeAg expression. The sequence obtained from a patient with decompensated liver cirrhosis presents a novel type of insertion consisting of nine nucleotides between positions 260 and 261 in the X gene. Despite the small number of samples, our findings suggest the need to determine the drug resistance pattern for each patient before taking a therapeutic decision and also highlight the necessity of knowing the real level of drug resistance among HBV strains circulating in Romania."
3010,0.011666666666666667,7.0000,"Patients coinfected with the hepatitis C virus (HCV) and the human immunodeficiency virus (HIV) were studied with regard to nucleotide sequence variability in the E2/NS1 first hypervariable region of the HCV genome. The nucleotide variability within individual patients was compared to patients infected only with HCV. The proportion of predicted synonymous and nonsynonymous amino acid changes, and the relationship to putative high-antigenicity sites, were evaluated in the hypervariable envelope domain. Ninety-one clones from 10 patients with HCV/HIV coinfection were sequenced, following polymerase chain reaction (PCR) amplification of the hypervariable region. The control HCV group included 53 clones from 7 patients. Sequence analysis encompassed the region coding for amino acids 384 to 414. Consensus sequences from each patient were used as the internal standard for nonsynonymous amino acid codon variability. Cumulative proportional comparison at each amino acid site revealed increased variability in HCV RNA from patients with HCV/HIV coinfection versus HCV alone (P < .05). The greatest variability was observed at amino acids 386, 397, 400, 402, 405, 407, and 414, with >l0 percent clonal variation at these sites. Jameson-Wolf plots were used to predict putative high-antigenicity domains. Nonsynonymous clonal variation resulted in alteration of putative antigenic sites within the hypervariable region. All clones had at least one high-probability site. Clones with unique predicted antigenic domains were observed more frequently in HIV/HCV coinfected patients, and, independent of viral titer, were consistent with increased sequence variability. These data suggest an accumulation of envelope variants in the HCV/HIV coinfected patients, which could be related to ineffective viral clearance, and may help explain prior reports of interferon (IFN) resistance in this patient group."
7540,0.011666666666666667,7.0000,"Hepatitis B virus (HBV) infection is a major cause of morbidity and mortality worldwide. Chronic hepatitis B (CHB) infection is associated with an increased risk of cirrhosis, hepatic decompensation and hepatocellular carcinoma (HCC). The likelihood of developing CHB is related to the age at which infection is acquired; the risk being lowest in adults and >90% in neonates whose mothers are hepatitis B e antigen positive. Treatment of CHB infection aims to clear HBV DNA and prevent the development of complications. There are currently seven drugs available for the treatment of CHB: five nucleos(t)ide analogues and two interferon-based therapies. Long-term treatment is often required, and the decision to treat is based on clinical assessment including the phase of CHB infection and the presence and extent of liver damage. A safe and effective HBV vaccine has been available since the early 1980s. Vaccination plays a central role in HBV prevention strategies worldwide, and a decline in the incidence and prevalence of HBV infection following the introduction of universal HBV vaccination programmes has been observed in many countries including the USA and parts of South East Asia and Europe. Post-exposure prophylaxis (PEP) with HBV vaccine +/- hepatitis B immunoglobulin is highly effective in preventing mother to child transmission and in preventing transmission following sharps injuries, sexual contact and other exposures to infected blood and body fluids. Transmission of HBV in the health care setting has become an increasingly rare event in developed nations. However, it remains a significant risk in developing countries reflecting the higher prevalence of CHB, limited access to HBV vaccination and PEP and a lack of adherence to standard infection control precautions."
