Document Order,Normalized Frequency,Raw DF,Abstract
640,0.04,8.0000,"Although China's government is rapidly expanding access to antiretroviral therapy, little is known about barriers to adherence among Chinese HIV-infected patients, particularly among injection drug users. To better understand barriers to antiretroviral treatment adherence, we conducted a qualitative research study, using both focus group and key informant methods, among 36 HIV-positive men and women in Dali, in southwestern China. All interviews utilized semi-structured question guides and were conducted in Mandarin, audio-recorded and translated into English for analysis. The most commonly cited adherence challenges were stigma, including secondary stigma experienced by family members; mental health issues; and economic concerns, particularly related to finding and maintaining employment. Distinctive gender differences emerged, partly due to previous heroin use among male respondents. Optimizing adherence may require that antiretroviral therapy programs be linked to other services, including drug addiction treatment, mental health services and vocational treatment and support. HIV care and service providers and policy makers in China responsible for HIV treatment should be aware of these important barriers to adherence."
14248,0.035,7.0000,"Although weight loss associated with human immunodeficiency virus (HIV) infection is multifactorial in its pathogenesis, it has been speculated that hypogonadism, a common occurrence in HIV disease, contributes to depletion of lean tissue and muscle dysfunction. We, therefore, examined the effects of testosterone replacement by means of Androderm, a permeation-enhanced, nongenital transdermal system, on lean body mass, body weight, muscle strength, health-related quality of life, and HIV-disease markers. We randomly assigned 41 HIV-infected, ambulatory men, 18-60 yr of age, with serum testosterone levels below 400 ng/dL, to 1 of 2 treatment groups: group I, two placebo patches (n = 21); or group II, two testosterone patches designed to release 5 mg testosterone over 24 h. Eighteen men in the placebo group and 14 men in the testosterone group completed the 12-week treatment. Serum total and free testosterone and dihydrotestosterone levels increased, and LH and FSH levels decreased in the testosterone-treated, but not in the placebo-treated, men. Lean body mass and fat-free mass, measured by dual energy x-ray absorptiometry, increased significantly in men receiving testosterone patches [change in lean body mass, +1.345 +/- 0.533 kg (P = 0.02 compared to no change); change in fat-free mass, +1.364 +/- 0.525 kg (P = 0.02 compared to no change)], but did not change in the placebo group [change in lean body mass, 0.189 +/- 0.470 kg (P = NS compared to no change); change in fat-free mass, 0.186 +/- 0.470 kg (P = NS compared to no change)]. However, there was no significant difference between the 2 treatment groups in the change in lean body mass. The change in lean body mass during treatment was moderately correlated with the increment in serum testosterone levels (r = 0.41; P = 0.02). The testosterone-treated men experienced a greater decrease in fat mass than those receiving placebo patches (P = 0.04). There was no significant change in body weight in either treatment group. Changes in overall quality of life scores did not correlate with testosterone treatment; however, in the subcategory of role limitation due to emotional problems, the men in the testosterone group improved an average of 43 points of a 0-100 possible score, whereas those in the placebo group did not change. Red cell count increased in the testosterone group (change in red cell count, +0.1 +/- 0.1 10(12)/L) but decreased in the placebo group (change in red cell count, -0.2 +/- 0.1 10(12)/L). CD4+ and CD8+ T cell counts and plasma HIV copy number did not significantly change during treatment. Serum prostate-specific antigen and plasma lipid levels did not change in either treatment group. Testosterone replacement in HIV-infected men with low testosterone levels is safe and is associated with a 1.35-kg gain in lean body mass, a significantly greater reduction in fat mass than that achieved with placebo treatment, an increased red cell count, and an improvement in role limitation due to emotional problems. Further studies are needed to assess whether testosterone supplementation can produce clinically meaningful changes in muscle function and disease outcome in HIV-infected men."
12251,0.03,6.0000,"Sexual contact is the major mode of HIV transmission. Increased sexual risk taking has been described in HIV-infected individuals receiving potent antiretroviral therapy. A new questionnaire on sexual behavior was introduced into the Swiss HIV Cohort Study on April 1, 2000. We evaluated sexual behavior in all individuals who completed the questionnaire for the first time within 1 year after its introduction. Our primary hypothesis was that self-reported unsafe sexual behavior would be more prevalent among individuals with optimal viral suppression. On April 1, 2000, 4948 individuals were registered in the study, and 4723 (95%) completed the questionnaire. Of these individuals, 12% reported unsafe sex, 78% received antiretroviral therapy, and 25% had optimal viral suppression (HIV RNA level always <50 copies/mL during the preceding 12 months). During the preceding 6 months, 55% of individuals had stable and 19% had occasional partners, and 6% had both types of partners. Sexual intercourse was reported by 82% of individuals with stable and 87% of individuals with occasional partners, and of those reporting sexual intercourse in each group, 76% and 86%, respectively, said that they always used condoms. After adjustment for covariates, reported unsafe sex was not associated with optimal viral suppression (odds ratio, 1.04; 95% confidence interval, 0.81-1.33) or antiretroviral therapy (odds ratio, 0.83; 95% confidence interval, 0.65-1.07), but it was associated with gender, age, ethnicity, HIV transmission group, HIV status of partner, having occasional partners, and living alone. There is no evidence that self-reported unsafe sexual behavior is more prevalent among HIV-infected individuals with optimal viral suppression. However, unsafe sex is associated with other factors."
11470,0.03,6.0000,"Alcohol use among HIV-positive (HIV+) individuals is associated with decreased adherence to antiretroviral therapy (ART) and consequently poorer HIV treatment outcomes. This study examined the independent association of individual and partner-level alcohol use with HIV disease management among men who have sex with men (MSM) in primary partnerships. In total, 356 HIV+ MSM and their male primary partners completed a baseline visit for a longitudinal study examining the role of couple-level factors in HIV treatment. The Alcohol Use Disorders Identification Test (AUDIT) was administered to assess the individual and the partner-level alcohol use. Primary outcome variables included self-reported ART adherence, ART adherence self-efficacy, and HIV viral load. Results demonstrated that abstainers, compared to hazardous drinkers, had higher self-efficacy to integrate and persevere in HIV treatment and a lower odds of having a detectable viral load. Participants with a partner-abstainer, versus a partner-hazardous drinker, had less self-efficacy to persevere in HIV treatment, a lower odds of 100% three-day adherence and a higher viral load. Together, these findings suggest that assessment and treatment of both the patient's and the patient's primary partner's pattern of alcohol consumption is warranted when attempting to optimize HIV care among MSM."
8437,0.025,5.0000,"Quality of life (QoL) changes among 56 adult patients living with HIV/AID (PHA) were assessed following two years of care in which most had received highly active antiretroviral therapy (HAART). The sample was stratified by initial disease stage; subjects were classified 'asymptomatic' if they had no HIV-related constitutional symptoms, 'symptomatic' if they had at least one symptom, and 'AIDS' if symptomatic with a history of opportunistic infections and/or CD4 count less than 200 cells/ micro L. For the overall group, changes in mean QoL (Medical Outcomes Study Short-Form-36 [SF-36]) ratings were non-significant, irrespective of initial disease stage or prior HAART exposure. Although overall there were health status improvements over the two-year period, clinical changes were generally unrelated to changes in QoL ratings. Patients with better immunologic/virologic outcomes showed slight improvements in mean QoL ratings, while those with poorer clinical outcomes showed slight deterioration. These within-group changes over time were statistically non-significant. The corresponding between-group differences in changes in SF-36 social and psychological dimensions were significant. Statistically significant differences among the three disease stage groups on a number of subscales at baseline (Physical Function, Body Pain, Vitality, Role Limitations due to Physical Problems) became non-significant (i.e. nullified) at follow-up. Significant increases in mean number of symptoms for the asymptomatic and symptomatic groups were not associated with two-year changes in QoL ratings. Overall, wellbeing was moderately stable over the two-year follow-up period, although somewhat affected by symptom changes and immunologic/virologic outcome. The study results contrast with pre-HAART longitudinal research, in which deterioration in all areas of QoL occurred."
1953,0.025,5.0000,"The role of high-density lipoprotein (HDL) function and advanced glycation end products (AGEs) in HIV-related atherosclerotic cardiovascular disease (CVD) is unclear. Both glycation and oxidation (HDLox) are major modifications of HDL that can alter its composition and function. Therefore, we explored the longitudinal association of HDLox with progression of glycation, as evaluated by measurement of circulating forms of receptor for AGE that predict morbidity (soluble Receptors for Advanced Glycation Endproducts [sRAGE], endogenous secretory Receptors for Advanced Glycation Endproducts [esRAGE]), in people with HIV-1 (PWH; HIV-1) and uninfected (HIV-1) individuals.We retrospectively assessed if levels of plasma sRAGE and esRAGE and HDL function (reduced antioxidant function is associated with increased HDL lipid hydroperoxide content; HDLox) in a subset of participants (n = 80) from a prospective 3-year study (AIDS Clinical Trials Group A5078). Primary outcomes were baseline and yearly rates of change over 96 of 144 weeks (Δ) in HDLox in HIV-1 versus uninfected HIV-1 controls (noted as HIV-1).Higher baseline levels of sRAGE in PWH on effective anti-retroviral therapy and with low CVD risk, but not in HIV-1 persons, were independently associated with higher HDLox. EsRAGE, but not sRAGE, had consistent inverse relationships with ΔHDLox in both HIV-1 and HIV-1 persons at baseline. In HIV-1 but not in HIV-1 persons, ΔHDLox had positive and inverse relationships with ΔRAGE and ΔesRAGE, respectively.Glycation and oxidation of HDL may contribute to impaired HDL function present in PWH."
3826,0.025,5.0000,"We report a 46-year-old man who has sex with men (MSM) patient, of Scottish descent, who had no history of arterial hypertension, diabetes, or illicit drug use, was hepatitis C virus (HCV) negative but underwent right nephrectomy for urothelial tumor in 2006. Before starting antiretroviral therapy, he had a CD4 cell count of 316/mm(3) and plasma HIV RNA level was 1,020,537 copies per milliliter. He developed acute renal failure only 2 weeks after introduction of tenofovir-based antiretroviral therapy and then required 3 months of hemodialysis. After the end of hemodialysis, antiviral therapy was resumed with abacavir (300 mg×2/day), lamivudine (300 mg every day), and lopinavir/ritonavir (400/100 mg twice daily). Renal biopsy revealed severe and diffuse toxic acute tubular necrosis Two years after tenofovir discontinuation, the patient's renal function remained subnormal. Although severe renal toxicity due to tenofovir is rare, patients receiving tenofovir must be monitored closely for renal dysfunction especially during the first weeks of tenofovir therapy."
1651,0.02,4.0000,"In the recent scale-up of antiretroviral treatment, gender differences in access to treatment have been reported. In Thailand, as the HIV epidemic became more generalised, there has been a shift from men being disproportionately affected to increased vulnerability of women. In 2007, the Living with Antiretrovirals (LIWA-ANRS 12141) study investigated the gender distribution of all adult patients receiving antiretroviral therapy (N=513 patients) in four community hospitals in northern Thailand and factors influencing the disparities observed. From this retrospective life-event history survey, we found that proportionately more women (53%) were receiving antiretroviral therapy than men, an unexpected result for a country with a higher proportion of infections among men. They were more likely to initiate treatment within one year of diagnosis and were at a more advanced stage of the disease compared to women. This gender distribution is partly explained by the evolving dynamics of the HIV epidemic, initial prioritization of mothers for treatment and earlier access to HIV testing for women. These issues are also entangled with gender differences in the reasons and timing to HIV testing at the individual level. This study found that the majority of men underwent HIV testing for health reasons while the majority of women were tested following family events such as a spouse/child death or during pregnancy. Further qualitative research on gender specific barriers to HIV testing and care, such as perceived low risk of infection, poor access to medical care, lack of social support, actual or anticipated HIV/AIDS-related stigma would provide greater insight. In the meantime, urgent efforts are needed to increase access to voluntary counselling and testing inside and outside the family setting with targeted interventions for men."
2148,0.02,4.0000,"In this multicenter study, we investigated the prognostic factors that influence the risk of death in patients with human immunodeficiency virus (HIV) infection. Clinical and laboratory indices obtained from 161 HIV-seropositive patients who underwent a detailed morphologic and immunophenotypic evaluation of bronchoalveolar lavage (BAL) and peripheral blood cell populations were retrospectively analyzed. In 155 patients, death occurred within the 48-mo follow-up (mean follow-up: 14.8 mo; range: 1 to 48 mo). In the univariate analysis, the patient's age (> 30 yr), HIV disease status, HIV transmission category, number of opportunistic pathogens isolated from the BAL, percentage of BAL neutrophils, and low number of BAL CD4 T cells were predictive of increased mortality. In contrast, the presence of an alveolitis or an increase in the numbers of alveolar macrophages and CD3 T cells was associated with a decreased mortality. In the multivariate analysis, significant independent predictors were age, risk factor for HIV, and presence of an alveolitis. Furthermore, patients with a low number of BAL CD4 T cells had a particularly poor prognosis while the CD4 T-cell count in the peripheral blood (< 50 cells/mm3 in the majority of our patients) had a negligible effect on predicting survival. Our findings suggest the clinical utility of BAL analysis in patients infected with HIV."
13347,0.02,4.0000,"With the advent of potent combination antiretroviral therapy (ART), there has been a reduction in the incidence of wasting. However, few studies have investigated specific body composition changes associated with these treatments. This study aimed to investigate longitudinally the association of increasingly potent ART with changes in body cell mass and wasting utilizing bioelectric impedance analysis (BIA). In this longitudinal cohort study, 159 HIV-positive men were assessed semiannually from 1995 to 1997 for body composition utilizing BIA, CD4 lymphocyte count, HIV viral load, medical and depressive symptoms. Wasting was defined as body cell mass/height below the 90th percentile based on HIV positive norms. ART potency at each visit was scored utilizing published clinical guidelines, ranging from 1 (0-1 antiretrovirals) to 5 (3 or more antiretrovirals including a potent protease inhibitor). Viral resistance testing was not used. The mixed-effects model and the generalized estimating equations approaches were used to determine longitudinal correlates of body cell mass and of wasting, respectively. Over the 2 years of follow-up, potent combination ART use increased from 6% to 79%. Concurrently, a significant increase in mean body cell mass and a reduction in prevalence of wasting were seen, while total body weight, fat mass, and total body water did not change. Increasingly potent ART was associated with significant increases in body cell mass and reduction in wasting. Other significant correlates of increased body cell mass included higher CD4 count and decreased severity of HIV-related symptoms, fatigue and depression. The current study found that higher potency ART taken for relatively short term (2 years) was associated with an increase in body cell mass and a reduction in wasting and that these changes were associated with both medical (CD4, HIV symptoms) and behavioral (fatigue, depression) improvements. One caveat is this study did not distinguish among types of potent ART regimens. Given only some antiretrovirals appear linked to many body composition changes, regardless of their effect on viral load, it may be the type of regimen used that accounted for the relationship seen between viral load and body composition changes."
