Document Order,Normalized Frequency,Raw DF,Abstract
15050,0.035,7.0000,"To examine the influence of human immunodeficiency virus (HIV) infection on complications in dialysis access surgery, a review was performed on patients undergoing hemodialysis at two major metropolitan medical centers over a 30-month period. One hundred eight patients underwent a total of 169 graft procedures; mean follow-up was 14 1/2 months. There were 18 (17%) patients who were HIV-positive who had no symptoms, 11 (10%) patients with acquired immunodeficiency syndrome (AIDS), and 79 (73%) patients who were HIV-negative. Twenty-three percent (25/108) of patients had a history of intravenous drug abuse (IVDA), most of whom also had either AIDS or asymptomatic HIV infection. Dialysis procedures included 44 autogenous reconstructions (26%), 117 polytetrafluoroethylene (PTFE) grafts (69%), and 8 (5%) procedures of unknown type. Arteriovenous fistula or graft thrombosis was a frequent complication. The overall 12-month graft patency rate was 41%, and patients with HIV infection or a history of IVDA did not have a significantly increased risk of thrombosis. Multivariate analysis showed that the use of PTFE as opposed to autogenous reconstruction was the only significant risk factor found for occlusion within the first 12 months after operation (p < 0.01). Twenty-five graft infections occurred, all in PTFE grafts. The PTFE graft infection rate was 43% in patients with AIDS, 36% in patients who were HIV-positive and who had no symptoms, and 15% in patients who were HIV-negative (p < 0.05). Patients with a history of IVDA had a 41% PTFE graft infection rate versus a 13% infection rate in patients who did not have a history of IVDA (p < 0.01).(ABSTRACT TRUNCATED AT 250 WORDS)"
640,0.035,7.0000,"Although China's government is rapidly expanding access to antiretroviral therapy, little is known about barriers to adherence among Chinese HIV-infected patients, particularly among injection drug users. To better understand barriers to antiretroviral treatment adherence, we conducted a qualitative research study, using both focus group and key informant methods, among 36 HIV-positive men and women in Dali, in southwestern China. All interviews utilized semi-structured question guides and were conducted in Mandarin, audio-recorded and translated into English for analysis. The most commonly cited adherence challenges were stigma, including secondary stigma experienced by family members; mental health issues; and economic concerns, particularly related to finding and maintaining employment. Distinctive gender differences emerged, partly due to previous heroin use among male respondents. Optimizing adherence may require that antiretroviral therapy programs be linked to other services, including drug addiction treatment, mental health services and vocational treatment and support. HIV care and service providers and policy makers in China responsible for HIV treatment should be aware of these important barriers to adherence."
3012,0.035,7.0000,"This article describes the psychological distress experienced by family members living with human immunodeficiency virus/acquired immune deficiency syndrome (HIV/AIDS). Survey data were collected from 133 individuals, (47 parents, 53 siblings, 33 adult family members who have HIV/AIDS) representing 80 families. In-depth interview and observational data were collected from a subset of the sample. The physical and psychological health of individual family members was assessed by the 53-item Brief Symptom Inventory. Parents, siblings, and people living with AIDS (PWAs) reported higher levels of overall distress and scored higher on symptom dimensions and clinically discrete symptoms than normative comparison groups. Implications of these findings for research, clinical practice, and health and social service policy are identified and discussed."
2148,0.035,7.0000,"In this multicenter study, we investigated the prognostic factors that influence the risk of death in patients with human immunodeficiency virus (HIV) infection. Clinical and laboratory indices obtained from 161 HIV-seropositive patients who underwent a detailed morphologic and immunophenotypic evaluation of bronchoalveolar lavage (BAL) and peripheral blood cell populations were retrospectively analyzed. In 155 patients, death occurred within the 48-mo follow-up (mean follow-up: 14.8 mo; range: 1 to 48 mo). In the univariate analysis, the patient's age (> 30 yr), HIV disease status, HIV transmission category, number of opportunistic pathogens isolated from the BAL, percentage of BAL neutrophils, and low number of BAL CD4 T cells were predictive of increased mortality. In contrast, the presence of an alveolitis or an increase in the numbers of alveolar macrophages and CD3 T cells was associated with a decreased mortality. In the multivariate analysis, significant independent predictors were age, risk factor for HIV, and presence of an alveolitis. Furthermore, patients with a low number of BAL CD4 T cells had a particularly poor prognosis while the CD4 T-cell count in the peripheral blood (< 50 cells/mm3 in the majority of our patients) had a negligible effect on predicting survival. Our findings suggest the clinical utility of BAL analysis in patients infected with HIV."
16463,0.035,7.0000,"Injecting drug use is commonly reported among gay and bisexual men in Australia. We examined the prevalence and covariates of injecting drug use among men participating in the Sydney Gay Community Periodic Survey between 2004-06 and 2011. In 2004-06, data was collected about which drugs were injected, while in 2011, data was collected about hepatitis C (HCV) and esoteric sexual practices. In 2004-06, 5.6 % of men reported injecting drugs in the previous 6 months; 3.4 % reported methamphetamine injection and 0.4 % heroin injection. In 2011, men who injected drugs were less likely to be employed full-time, and more likely to be HCV-positive, HIV-positive, to have used party drugs for sex, and to have engaged in esoteric sexual practices. The strong associations between injecting drug use, sexual risk practices and blood-borne virus infection suggests the need for combined sexual health and harm reduction services for gay and bisexual men who inject drugs."
19874,0.025,5.0000,"CC genotype of SNP rs 12979860 promotes spontaneous HCV clearance in monoinfected patients. The aim of this analysis was evaluation of impact of rs12979860 polymorphism on HIV or HCV viral load, CD3, CD4 and CD8 count as well as HCV clearance among HCV/HIV coinfected patients."
6491,0.025,5.0000,"The aim of this study was to assess the impact of the genetic pattern (GP) defined by the single nucleotide polymorphisms (SNPs) rs14158 of low-density lipoprotein receptor (LDLR) and rs12979860 of interleukin-28B (IL28B) genes on the outcome and features of hepatitis C virus (HCV) infection in patients with and without human immunodeficiency virus (HIV) coinfection. 314 HIV/HCV-coinfected and 109 HCV-monoinfected patients treated with pegylated interferon (Peg-IFN) plus ribavirin (RBV), as well as 51 patients with HCV spontaneous clearance (SC), were included. Variations in both SNPs were determined by the TaqMan polymerase chain reaction (PCR) assay. In the 286 patients chronically infected by HCV genotypes 1 or 4, both rs14158 CC and rs12979860 CC were associated with a higher rate of sustained virological response (SVR), and these effects were complementary in both HCV-monoinfected and HIV/HCV-coinfected patients. Thus, 24 % of patients with rs14158/rs12979860 TT-TC/TT-TC, 33 % with TT-TC/CC, 44.2 % with CC/TT-TC, and 75.8 % harboring CC/CC attained SVR (p < 0.001). SC was associated with the IL28B genotype (66.7 % CC in SC vs. 42.6 % among those with chronic infection, p < 0.001) but not with the LDLR genotype. There was no association between GP and the plasma level of alanine aminotransferase (ALT) or the presence of advanced fibrosis. There is a complementary effect between the IL28B and LDLR genotypes on the probability of achieving SVR after Peg-IFN/RBV therapy in patients with HCV 1 or 4. Thus, the predictive value of IL28B genotype is modulated by the LDLR genotype in both HCV-monoinfected and HIV/HCV-coinfected patients. This complementary effect of both genotypes is also observed on the plasma levels of low-density lipoprotein cholesterol (LDL-C)."
12251,0.025,5.0000,"Sexual contact is the major mode of HIV transmission. Increased sexual risk taking has been described in HIV-infected individuals receiving potent antiretroviral therapy. A new questionnaire on sexual behavior was introduced into the Swiss HIV Cohort Study on April 1, 2000. We evaluated sexual behavior in all individuals who completed the questionnaire for the first time within 1 year after its introduction. Our primary hypothesis was that self-reported unsafe sexual behavior would be more prevalent among individuals with optimal viral suppression. On April 1, 2000, 4948 individuals were registered in the study, and 4723 (95%) completed the questionnaire. Of these individuals, 12% reported unsafe sex, 78% received antiretroviral therapy, and 25% had optimal viral suppression (HIV RNA level always <50 copies/mL during the preceding 12 months). During the preceding 6 months, 55% of individuals had stable and 19% had occasional partners, and 6% had both types of partners. Sexual intercourse was reported by 82% of individuals with stable and 87% of individuals with occasional partners, and of those reporting sexual intercourse in each group, 76% and 86%, respectively, said that they always used condoms. After adjustment for covariates, reported unsafe sex was not associated with optimal viral suppression (odds ratio, 1.04; 95% confidence interval, 0.81-1.33) or antiretroviral therapy (odds ratio, 0.83; 95% confidence interval, 0.65-1.07), but it was associated with gender, age, ethnicity, HIV transmission group, HIV status of partner, having occasional partners, and living alone. There is no evidence that self-reported unsafe sexual behavior is more prevalent among HIV-infected individuals with optimal viral suppression. However, unsafe sex is associated with other factors."
9446,0.025,5.0000,"Inflammatory muscle involvement during the course of human immunodeficiency virus (HIV) infection is described and guidelines are suggested for its differentiation from the myopathy associated with azidothymidine (AZT) therapy. Six patients infected with HIV presented with proximal muscle weakness, biochemical and electromyographic abnormalities consistent with myositis. One patient had a skin rash characteristic of dermatomyositis. Muscle biopsy findings demonstrated the presence of an inflammatory cell infiltrate and HIV-p24 antigen. All patients developed their clinical picture prior to AZT therapy and responded to steroids with or without coadministration of AZT."
1953,0.025,5.0000,"The role of high-density lipoprotein (HDL) function and advanced glycation end products (AGEs) in HIV-related atherosclerotic cardiovascular disease (CVD) is unclear. Both glycation and oxidation (HDLox) are major modifications of HDL that can alter its composition and function. Therefore, we explored the longitudinal association of HDLox with progression of glycation, as evaluated by measurement of circulating forms of receptor for AGE that predict morbidity (soluble Receptors for Advanced Glycation Endproducts [sRAGE], endogenous secretory Receptors for Advanced Glycation Endproducts [esRAGE]), in people with HIV-1 (PWH; HIV-1) and uninfected (HIV-1) individuals.We retrospectively assessed if levels of plasma sRAGE and esRAGE and HDL function (reduced antioxidant function is associated with increased HDL lipid hydroperoxide content; HDLox) in a subset of participants (n = 80) from a prospective 3-year study (AIDS Clinical Trials Group A5078). Primary outcomes were baseline and yearly rates of change over 96 of 144 weeks (Δ) in HDLox in HIV-1 versus uninfected HIV-1 controls (noted as HIV-1).Higher baseline levels of sRAGE in PWH on effective anti-retroviral therapy and with low CVD risk, but not in HIV-1 persons, were independently associated with higher HDLox. EsRAGE, but not sRAGE, had consistent inverse relationships with ΔHDLox in both HIV-1 and HIV-1 persons at baseline. In HIV-1 but not in HIV-1 persons, ΔHDLox had positive and inverse relationships with ΔRAGE and ΔesRAGE, respectively.Glycation and oxidation of HDL may contribute to impaired HDL function present in PWH."
11609,0.02,4.0000,"Hypogonadism is a common complication among HIV infected patients. The prevalence of hypogonadism is 30 to 50% in HIV infected men with wasting syndrome and 20 to 25% in those without wasting syndrome. HIV infection affects the entire hypothalamus-pituitary-gonadal axis via both direct and indirect effects, which are defined in four categories, 1) direct effect of HIV particles, 2) opportunistic infections, 3) HIV-related malignancy and its treatment, and 4) medications that are used for HIV infection or its opportunistic infection. The association between HIV infection, hypogonadism, and cardiovascular diseases has yet to be determined; however, there are data that HIV infection and its treatment, particularly protease inhibitors, worsened the metabolic profiles, which were surrogate markers of cardiovascular diseases. Considerably more attention should be paid to the diagnosis of hypogonadism in this group particularly because HIV infection increases both sex hormone-binding globulin and total testosterone level. Testosterone replacement shows benefits on mood, body composition, and seems to benefit the metabolic profile in HIV infected men with low body mass index."
